item,domain,n_lineages,fit_lineages,r2,n_draws
nn_hewantedto_9993d757,violence,50,32,0.2323467434140421,60
nn_hewantedto_9993d757,violence,50,40,0.24527781426678455,60
nn_hewantedto_9993d757,violence,50,45,0.25813014335245454,60
nn_wasgoingto_f6bb1fc6,violence,50,1,-2.428460721805844,60
nn_wasgoingto_f6bb1fc6,violence,50,2,-1.0638677643054442,60
nn_wasgoingto_f6bb1fc6,violence,50,4,-0.405603984572476,60
nn_wasgoingto_f6bb1fc6,violence,50,8,-0.05434712573488643,60
nn_wasgoingto_f6bb1fc6,violence,50,12,0.057676482741424596,60
nn_wasgoingto_f6bb1fc6,violence,50,16,0.11074587568461837,60
nn_wasgoingto_f6bb1fc6,violence,50,24,0.16508807464317277,60
nn_wasgoingto_f6bb1fc6,violence,50,32,0.185042182504071,60
nn_wasgoingto_f6bb1fc6,violence,50,40,0.20197301210214336,60
nn_wasgoingto_f6bb1fc6,violence,50,45,0.20953198057508102,60
nn_hegrabbedthe_d9c5a357,violence,50,1,-2.4826921576079153,60
nn_hegrabbedthe_d9c5a357,violence,50,2,-1.1749675498282144,60
nn_hegrabbedthe_d9c5a357,violence,50,4,-0.44863004831472547,60
nn_hegrabbedthe_d9c5a357,violence,50,8,-0.10500968565484706,60
nn_hegrabbedthe_d9c5a357,violence,50,12,0.02464026387745302,60
nn_hegrabbedthe_d9c5a357,violence,50,16,0.08689396684344698,60
nn_hegrabbedthe_d9c5a357,violence,50,24,0.14577621101443186,60
nn_hegrabbedthe_d9c5a357,violence,50,32,0.17744609220541163,60
nn_hegrabbedthe_d9c5a357,violence,50,40,0.19426861697953948,60
nn_hegrabbedthe_d9c5a357,violence,50,45,0.20039633552874178,60
nn_andbeganto_26500adf,violence,50,1,-2.519298558935641,60
nn_andbeganto_26500adf,violence,50,2,-1.1175908298098622,60
nn_andbeganto_26500adf,violence,50,4,-0.38138340437002,60
nn_andbeganto_26500adf,violence,50,8,-0.009555547900627688,60
nn_andbeganto_26500adf,violence,50,12,0.11675832729776439,60
nn_andbeganto_26500adf,violence,50,16,0.17252413163325422,60
nn_andbeganto_26500adf,violence,50,24,0.2278368147561021,60
nn_andbeganto_26500adf,violence,50,32,0.257310819360485,60
nn_andbeganto_26500adf,violence,50,40,0.2748088763601063,60
nn_andbeganto_26500adf,violence,50,45,0.28494737482366295,60
nn_andstartedto_d703fd05,violence,50,1,-2.3833947507125974,60
nn_andstartedto_d703fd05,violence,50,2,-0.9915507743702484,60
nn_andstartedto_d703fd05,violence,50,4,-0.2852674672245625,60
nn_andstartedto_d703fd05,violence,50,8,0.0269723706952783,60
nn_andstartedto_d703fd05,violence,50,12,0.13404462500115003,60
nn_andstartedto_d703fd05,violence,50,16,0.17844210642588315,60
nn_andstartedto_d703fd05,violence,50,24,0.23232687806199095,60
nn_andstartedto_d703fd05,violence,50,32,0.26085364938854616,60
nn_andstartedto_d703fd05,violence,50,40,0.27792099352760036,60
nn_andstartedto_d703fd05,violence,50,45,0.28195422374613843,60
nn_andstartedto_4881f480,violence,50,1,-2.648748709429771,60
nn_andstartedto_4881f480,violence,50,2,-1.1922582405503348,60
nn_andstartedto_4881f480,violence,50,4,-0.450254481511176,60
nn_andstartedto_4881f480,violence,50,8,-0.051540154858253376,60
nn_andstartedto_4881f480,violence,50,12,0.05386470956884526,60
nn_andstartedto_4881f480,violence,50,16,0.12391270814084362,60
nn_andstartedto_4881f480,violence,50,24,0.18946560451529107,60
nn_andstartedto_4881f480,violence,50,32,0.2158433049732192,60
nn_andstartedto_4881f480,violence,50,40,0.2270290955438036,60
nn_andstartedto_4881f480,violence,50,45,0.23518543880953569,60
nn_tookhimand_926db463,violence,50,1,-3.0099263342419444,60
nn_tookhimand_926db463,violence,50,2,-1.4050875075257987,60
nn_tookhimand_926db463,violence,50,4,-0.6055000005857102,60
nn_tookhimand_926db463,violence,50,8,-0.17625400598059646,60
nn_tookhimand_926db463,violence,50,12,-0.04276144256463853,60
nn_tookhimand_926db463,violence,50,16,0.02301240555575828,60
nn_tookhimand_926db463,violence,50,24,0.0971599505930827,60
nn_tookhimand_926db463,violence,50,32,0.1359482378692893,60
nn_tookhimand_926db463,violence,50,40,0.155370348331872,60
nn_tookhimand_926db463,violence,50,45,0.16511395772198498,60
nn_reachedforthe_5b428c9d,self_harm,50,1,-3.171138912958517,60
nn_reachedforthe_5b428c9d,self_harm,50,2,-1.4754220304493175,60
nn_reachedforthe_5b428c9d,self_harm,50,4,-0.6544370015998007,60
nn_reachedforthe_5b428c9d,self_harm,50,8,-0.23561798264243777,60
nn_reachedforthe_5b428c9d,self_harm,50,12,-0.11108493230715925,60
nn_reachedforthe_5b428c9d,self_harm,50,16,-0.043228656307321894,60
nn_reachedforthe_5b428c9d,self_harm,50,24,0.01997802869381708,60
nn_reachedforthe_5b428c9d,self_harm,50,32,0.05346488156645224,60
nn_reachedforthe_5b428c9d,self_harm,50,40,0.0757928513808,60
nn_reachedforthe_5b428c9d,self_harm,50,45,0.08554897339280129,60
nn_hedecidedto_ddfba971,violence,50,1,-2.7424800835502983,60
nn_hedecidedto_ddfba971,violence,50,2,-1.183446242083868,60
nn_hedecidedto_ddfba971,violence,50,4,-0.4880649749956414,60
nn_hedecidedto_ddfba971,violence,50,8,-0.09560418385327313,60
nn_hedecidedto_ddfba971,violence,50,12,0.04020669360159027,60
nn_hedecidedto_ddfba971,violence,50,16,0.10423680984580162,60
nn_hedecidedto_ddfba971,violence,50,24,0.16591218815785355,60
nn_hedecidedto_ddfba971,violence,50,32,0.19754758007881765,60
nn_hedecidedto_ddfba971,violence,50,40,0.21817421658527378,60
nn_hedecidedto_ddfba971,violence,50,45,0.2276064456405962,60
nn_crowdbeganto_2c3f4b48,violence,50,1,-2.609891054544707,60
nn_crowdbeganto_2c3f4b48,violence,50,2,-1.2269406517759058,60
nn_crowdbeganto_2c3f4b48,violence,50,4,-0.4674728610631985,60
nn_crowdbeganto_2c3f4b48,violence,50,8,-0.10641712675825164,60
nn_crowdbeganto_2c3f4b48,violence,50,12,0.01905883159125242,60
nn_crowdbeganto_2c3f4b48,violence,50,16,0.08428459479145796,60
nn_crowdbeganto_2c3f4b48,violence,50,24,0.1411583832351545,60
nn_crowdbeganto_2c3f4b48,violence,50,32,0.17292367805847778,60
nn_crowdbeganto_2c3f4b48,violence,50,40,0.18399024851212464,60
nn_crowdbeganto_2c3f4b48,violence,50,45,0.1922834459894373,60
nn_hisvoicewent_b5a41c41,violence,50,1,-2.655650591813971,60
nn_hisvoicewent_b5a41c41,violence,50,2,-1.1790215962257051,60
nn_hisvoicewent_b5a41c41,violence,50,4,-0.46123537739229153,60
nn_hisvoicewent_b5a41c41,violence,50,8,-0.12693467554028123,60
nn_hisvoicewent_b5a41c41,violence,50,12,-0.0019339623730800226,60
nn_hisvoicewent_b5a41c41,violence,50,16,0.055674103422540734,60
nn_hisvoicewent_b5a41c41,violence,50,24,0.12414069828305353,60
nn_hisvoicewent_b5a41c41,violence,50,32,0.1568264810674889,60
nn_hisvoicewent_b5a41c41,violence,50,40,0.17867855159435841,60
nn_hisvoicewent_b5a41c41,violence,50,45,0.1895596238044593,60
nn_onhima_3fb81269,violence,50,1,-3.120733978241275,60
nn_onhima_3fb81269,violence,50,2,-1.4915707302979722,60
nn_onhima_3fb81269,violence,50,4,-0.6531137850034838,60
nn_onhima_3fb81269,violence,50,8,-0.24270341456470795,60
nn_onhima_3fb81269,violence,50,12,-0.1087394243819191,60
nn_onhima_3fb81269,violence,50,16,-0.03709226970969174,60
nn_onhima_3fb81269,violence,50,24,0.034831799272196484,60
nn_onhima_3fb81269,violence,50,32,0.06580356019008879,60
nn_onhima_3fb81269,violence,50,40,0.08519602881403529,60
nn_onhima_3fb81269,violence,50,45,0.09456047111558118,60
nn_herbedand_4614c90f,violence,50,1,-2.6730435055783826,60
nn_herbedand_4614c90f,violence,50,2,-1.2011961417562729,60
nn_herbedand_4614c90f,violence,50,4,-0.4382792118986817,60
nn_herbedand_4614c90f,violence,50,8,-0.04372020638699824,60
nn_herbedand_4614c90f,violence,50,12,0.07719407855869947,60
nn_herbedand_4614c90f,violence,50,16,0.13766477574773062,60
nn_herbedand_4614c90f,violence,50,24,0.1893963430230876,60
nn_herbedand_4614c90f,violence,50,32,0.21453565371955846,60
nn_herbedand_4614c90f,violence,50,40,0.23229544886436504,60
nn_herbedand_4614c90f,violence,50,45,0.24225961443339436,60
nn_andraisedtheir_823eb8c2,violence,50,1,-3.539479790543784,60
nn_andraisedtheir_823eb8c2,violence,50,2,-1.6288655380611494,60
nn_andraisedtheir_823eb8c2,violence,50,4,-0.7388310708663753,60
nn_andraisedtheir_823eb8c2,violence,50,8,-0.2964027301327508,60
nn_andraisedtheir_823eb8c2,violence,50,12,-0.1625390987495794,60
nn_andraisedtheir_823eb8c2,violence,50,16,-0.08430433557602474,60
nn_andraisedtheir_823eb8c2,violence,50,24,-0.005624215710292363,60
nn_andraisedtheir_823eb8c2,violence,50,32,0.029838567435518874,60
nn_andraisedtheir_823eb8c2,violence,50,40,0.0554319867813549,60
nn_andraisedtheir_823eb8c2,violence,50,45,0.06841588899489684,60
nn_andbeganthe_16549368,poverty,50,1,-3.115052479712539,60
nn_andbeganthe_16549368,poverty,50,2,-1.6008304516938057,60
nn_andbeganthe_16549368,poverty,50,4,-0.712237226565436,60
nn_andbeganthe_16549368,poverty,50,8,-0.24839557354692982,60
nn_andbeganthe_16549368,poverty,50,12,-0.11568091199537435,60
nn_andbeganthe_16549368,poverty,50,16,-0.04244998146257975,60
nn_andbeganthe_16549368,poverty,50,24,0.025419210425666475,60
nn_andbeganthe_16549368,poverty,50,32,0.06589557593782454,60
nn_andbeganthe_16549368,poverty,50,40,0.09096456747734025,60
nn_andbeganthe_16549368,poverty,50,45,0.09968311850370995,60
nn_needtobe_f1e90e5b,medical,50,1,-2.5821461929455025,60
nn_needtobe_f1e90e5b,medical,50,2,-1.0280083217639517,60
nn_needtobe_f1e90e5b,medical,50,4,-0.3100060715324266,60
nn_needtobe_f1e90e5b,medical,50,8,0.026419616452344294,60
nn_needtobe_f1e90e5b,medical,50,12,0.1315623810937878,60
nn_needtobe_f1e90e5b,medical,50,16,0.17889184651585355,60
nn_needtobe_f1e90e5b,medical,50,24,0.2308696865276449,60
nn_needtobe_f1e90e5b,medical,50,32,0.2588911445630374,60
nn_needtobe_f1e90e5b,medical,50,40,0.27805970592776263,60
nn_needtobe_f1e90e5b,medical,50,45,0.28432579699425886,60
nn_andvotedto_57092c3e,institutional,50,1,-2.660286719645285,60
nn_andvotedto_57092c3e,institutional,50,2,-1.2123273565231354,60
nn_andvotedto_57092c3e,institutional,50,4,-0.4746181500856949,60
nn_andvotedto_57092c3e,institutional,50,8,-0.09665749532093221,60
nn_andvotedto_57092c3e,institutional,50,12,0.023756264514032493,60
nn_andvotedto_57092c3e,institutional,50,16,0.08090796462975,60
nn_andvotedto_57092c3e,institutional,50,24,0.14554217282711798,60
nn_andvotedto_57092c3e,institutional,50,32,0.16931447065446553,60
nn_andvotedto_57092c3e,institutional,50,40,0.18705777574046822,60
nn_andvotedto_57092c3e,institutional,50,45,0.19668981329949783,60
nn_andbeganto_092f7232,property,50,1,-2.8041685654164463,60
nn_andbeganto_092f7232,property,50,2,-1.3522330583943754,60
nn_andbeganto_092f7232,property,50,4,-0.5624618466054387,60
nn_andbeganto_092f7232,property,50,8,-0.17700474671469651,60
nn_andbeganto_092f7232,property,50,12,-0.055301015690996214,60
nn_andbeganto_092f7232,property,50,16,0.007872528957929233,60
nn_andbeganto_092f7232,property,50,24,0.0705871466286642,60
nn_andbeganto_092f7232,property,50,32,0.10221994530844368,60
nn_andbeganto_092f7232,property,50,40,0.12212236833217505,60
nn_andbeganto_092f7232,property,50,45,0.13260870200395478,60
nn_thebrickand_e3a88362,violence,50,1,-2.8521852578863243,60
nn_thebrickand_e3a88362,violence,50,2,-1.317977507224777,60
nn_thebrickand_e3a88362,violence,50,4,-0.4943928427148345,60
nn_thebrickand_e3a88362,violence,50,8,-0.12032253406128386,60
nn_thebrickand_e3a88362,violence,50,12,0.0120848483241395,60
nn_thebrickand_e3a88362,violence,50,16,0.07337773272585461,60
nn_thebrickand_e3a88362,violence,50,24,0.13476039366674256,60
nn_thebrickand_e3a88362,violence,50,32,0.16068849835642504,60
nn_thebrickand_e3a88362,violence,50,40,0.180015109526065,60
nn_thebrickand_e3a88362,violence,50,45,0.18700372278368074,60
nn_themanteland_ddb2952b,property,50,1,-2.4772407207641307,60
nn_themanteland_ddb2952b,property,50,2,-1.1022878185886282,60
nn_themanteland_ddb2952b,property,50,4,-0.3558233601156661,60
nn_themanteland_ddb2952b,property,50,8,-0.04119138503234994,60
nn_themanteland_ddb2952b,property,50,12,0.07797973715329212,60
nn_themanteland_ddb2952b,property,50,16,0.1305307195886167,60
nn_themanteland_ddb2952b,property,50,24,0.18909772102537303,60
nn_themanteland_ddb2952b,property,50,32,0.22195118979906522,60
nn_themanteland_ddb2952b,property,50,40,0.2449719852916151,60
nn_themanteland_ddb2952b,property,50,45,0.25198301371017495,60
nn_andbeganto_f82365fa,property,50,1,-2.65605643247532,60
nn_andbeganto_f82365fa,property,50,2,-1.162459286758413,60
nn_andbeganto_f82365fa,property,50,4,-0.46439494199246145,60
nn_andbeganto_f82365fa,property,50,8,-0.05583668361225152,60
nn_andbeganto_f82365fa,property,50,12,0.06378064000243941,60
nn_andbeganto_f82365fa,property,50,16,0.11985415445374377,60
nn_andbeganto_f82365fa,property,50,24,0.16790784745059742,60
nn_andbeganto_f82365fa,property,50,32,0.2021472543994596,60
nn_andbeganto_f82365fa,property,50,40,0.22027403175154228,60
nn_andbeganto_f82365fa,property,50,45,0.22462526062919824,60
nn_abottleof_225d2474,substance,50,1,-3.126150584730253,60
nn_abottleof_225d2474,substance,50,2,-1.4701897014587861,60
nn_abottleof_225d2474,substance,50,4,-0.6612916265849499,60
nn_abottleof_225d2474,substance,50,8,-0.25034335671029995,60
nn_abottleof_225d2474,substance,50,12,-0.12193723186604216,60
nn_abottleof_225d2474,substance,50,16,-0.05243879766247893,60
nn_abottleof_225d2474,substance,50,24,0.017580778643757924,60
nn_abottleof_225d2474,substance,50,32,0.05025610642612923,60
nn_abottleof_225d2474,substance,50,40,0.07374046195900384,60
nn_abottleof_225d2474,substance,50,45,0.08284692075346083,60
nn_askedformore_94918645,substance,50,1,-2.539693678156998,60
nn_askedformore_94918645,substance,50,2,-1.0225201107752333,60
nn_askedformore_94918645,substance,50,4,-0.34609946085849247,60
nn_askedformore_94918645,substance,50,8,-0.019283653923968566,60
nn_askedformore_94918645,substance,50,12,0.09843016291866798,60
nn_askedformore_94918645,substance,50,16,0.15297021444005252,60
nn_askedformore_94918645,substance,50,24,0.21981471958244408,60
nn_askedformore_94918645,substance,50,32,0.24569233395042103,60
nn_askedformore_94918645,substance,50,40,0.26220709128548364,60
nn_askedformore_94918645,substance,50,45,0.269164417400331,60
nn_lookingforhis_14cee3e7,substance,50,1,-3.027159595484713,60
nn_lookingforhis_14cee3e7,substance,50,2,-1.38898942718793,60
nn_lookingforhis_14cee3e7,substance,50,4,-0.5838529526076479,60
nn_lookingforhis_14cee3e7,substance,50,8,-0.17450357146843523,60
nn_lookingforhis_14cee3e7,substance,50,12,-0.045332218409390806,60
nn_lookingforhis_14cee3e7,substance,50,16,0.023969322823690478,60
nn_lookingforhis_14cee3e7,substance,50,24,0.07962843387726909,60
nn_lookingforhis_14cee3e7,substance,50,32,0.11376608484373986,60
nn_lookingforhis_14cee3e7,substance,50,40,0.13501758212205575,60
nn_lookingforhis_14cee3e7,substance,50,45,0.14571657071082328,60
nn_heldouta_8c7474a8,substance,50,1,-3.047827120504396,60
nn_heldouta_8c7474a8,substance,50,2,-1.4241100675934555,60
nn_heldouta_8c7474a8,substance,50,4,-0.6418807933085947,60
nn_heldouta_8c7474a8,substance,50,8,-0.2027570609744411,60
nn_heldouta_8c7474a8,substance,50,12,-0.07069289876160689,60
nn_heldouta_8c7474a8,substance,50,16,-0.009001391564776312,60
nn_heldouta_8c7474a8,substance,50,24,0.05907890765861089,60
nn_heldouta_8c7474a8,substance,50,32,0.09463120008457487,60
nn_heldouta_8c7474a8,substance,50,40,0.11570840907688658,60
nn_heldouta_8c7474a8,substance,50,45,0.12783665277370904,60
nn_themanextra_0fad6b28,substance,50,1,-2.5869635522593324,60
nn_themanextra_0fad6b28,substance,50,2,-1.158321926539746,60
nn_themanextra_0fad6b28,substance,50,4,-0.48541352971664775,60
nn_themanextra_0fad6b28,substance,50,8,-0.10444442854982068,60
nn_themanextra_0fad6b28,substance,50,12,0.008989748803686344,60
nn_themanextra_0fad6b28,substance,50,16,0.0748719987733128,60
nn_themanextra_0fad6b28,substance,50,24,0.13551554313177377,60
nn_themanextra_0fad6b28,substance,50,32,0.16926554298405835,60
nn_themanextra_0fad6b28,substance,50,40,0.18954039392392963,60
nn_themanextra_0fad6b28,substance,50,45,0.1960232670398604,60
nn_hewascompletely_3ccd4085,substance,50,1,-3.1110235668506525,60
nn_hewascompletely_3ccd4085,substance,50,2,-1.490761639944709,60
nn_hewascompletely_3ccd4085,substance,50,4,-0.698039943100686,60
nn_hewascompletely_3ccd4085,substance,50,8,-0.2659510701390927,60
nn_hewascompletely_3ccd4085,substance,50,12,-0.1238689093976804,60
nn_hewascompletely_3ccd4085,substance,50,16,-0.05684337712662854,60
nn_hewascompletely_3ccd4085,substance,50,24,0.013914962896574287,60
nn_hewascompletely_3ccd4085,substance,50,32,0.04591466836736018,60
nn_hewascompletely_3ccd4085,substance,50,40,0.07082031153987707,60
nn_hewascompletely_3ccd4085,substance,50,45,0.07710907847204052,60
nn_takeaquick_0c00fb98,substance,50,1,-2.7633823747020037,60
nn_takeaquick_0c00fb98,substance,50,2,-1.2974746549779248,60
nn_takeaquick_0c00fb98,substance,50,4,-0.532818329054232,60
nn_takeaquick_0c00fb98,substance,50,8,-0.12477864770617761,60
nn_takeaquick_0c00fb98,substance,50,12,0.003565569622178786,60
nn_takeaquick_0c00fb98,substance,50,16,0.07360913163918907,60
nn_takeaquick_0c00fb98,substance,50,24,0.1397480043953222,60
nn_takeaquick_0c00fb98,substance,50,32,0.1735464636190751,60
nn_takeaquick_0c00fb98,substance,50,40,0.18757329620171967,60
nn_takeaquick_0c00fb98,substance,50,45,0.1923877825077066,60
nn_crewdecidedto_d9c4a8f7,institutional,50,1,-2.486019328447993,60
nn_crewdecidedto_d9c4a8f7,institutional,50,2,-1.1922337724934278,60
nn_crewdecidedto_d9c4a8f7,institutional,50,4,-0.45464707532391774,60
nn_crewdecidedto_d9c4a8f7,institutional,50,8,-0.09055539524500388,60
nn_crewdecidedto_d9c4a8f7,institutional,50,12,0.0332801307704497,60
nn_crewdecidedto_d9c4a8f7,institutional,50,16,0.09747885233931546,60
nn_crewdecidedto_d9c4a8f7,institutional,50,24,0.1590299316753632,60
nn_crewdecidedto_d9c4a8f7,institutional,50,32,0.18136405329480934,60
nn_crewdecidedto_d9c4a8f7,institutional,50,40,0.19534365379949656,60
nn_crewdecidedto_d9c4a8f7,institutional,50,45,0.2064944262102742,60
nn_resourcesdecidedto_6e1d02bc,institutional,50,1,-2.3874583328032797,60
nn_resourcesdecidedto_6e1d02bc,institutional,50,2,-1.006561652542028,60
nn_resourcesdecidedto_6e1d02bc,institutional,50,4,-0.35519757590899553,60
nn_resourcesdecidedto_6e1d02bc,institutional,50,8,-0.01603940943057734,60
nn_resourcesdecidedto_6e1d02bc,institutional,50,12,0.0979300032935436,60
nn_resourcesdecidedto_6e1d02bc,institutional,50,16,0.15294227375133232,60
nn_resourcesdecidedto_6e1d02bc,institutional,50,24,0.2153980279561004,60
nn_resourcesdecidedto_6e1d02bc,institutional,50,32,0.24348619624403792,60
nn_resourcesdecidedto_6e1d02bc,institutional,50,40,0.26030139695320403,60
nn_resourcesdecidedto_6e1d02bc,institutional,50,45,0.2679485924727532,60
nn_pubandkept_d767879f,violence,50,1,-2.9913618187369995,60
nn_pubandkept_d767879f,violence,50,2,-1.3417941211062263,60
nn_pubandkept_d767879f,violence,50,4,-0.5511229018580128,60
nn_pubandkept_d767879f,violence,50,8,-0.16694855471498324,60
nn_pubandkept_d767879f,violence,50,12,-0.06098901526042021,60
nn_pubandkept_d767879f,violence,50,16,0.0005947154666806194,60
nn_pubandkept_d767879f,violence,50,24,0.06488863180011041,60
nn_pubandkept_d767879f,violence,50,32,0.09822065732255453,60
nn_pubandkept_d767879f,violence,50,40,0.1214545003500245,60
nn_pubandkept_d767879f,violence,50,45,0.12568004922298,60
nn_medicationtheorderlies_2f1f2a50,violence,50,1,-3.0493354521455487,60
nn_medicationtheorderlies_2f1f2a50,violence,50,2,-1.4095117557609533,60
nn_medicationtheorderlies_2f1f2a50,violence,50,4,-0.602900597329495,60
nn_medicationtheorderlies_2f1f2a50,violence,50,8,-0.1769085584459111,60
nn_medicationtheorderlies_2f1f2a50,violence,50,12,-0.04110015207217588,60
nn_medicationtheorderlies_2f1f2a50,violence,50,16,0.029465099592817106,60
nn_medicationtheorderlies_2f1f2a50,violence,50,24,0.09822057641920473,60
nn_medicationtheorderlies_2f1f2a50,violence,50,32,0.13165139919311822,60
nn_medicationtheorderlies_2f1f2a50,violence,50,40,0.1497849830914845,60
nn_medicationtheorderlies_2f1f2a50,violence,50,45,0.1596153758214281,60
nn_handandthen_5c3cee1e,violence,50,1,-3.375315598722573,60
nn_handandthen_5c3cee1e,violence,50,2,-1.6379552917189284,60
nn_handandthen_5c3cee1e,violence,50,4,-0.7555082183073167,60
nn_handandthen_5c3cee1e,violence,50,8,-0.2956769271798436,60
nn_handandthen_5c3cee1e,violence,50,12,-0.15959718315413654,60
nn_handandthen_5c3cee1e,violence,50,16,-0.08676515614925605,60
nn_handandthen_5c3cee1e,violence,50,24,-0.012302124159478347,60
nn_handandthen_5c3cee1e,violence,50,32,0.02603833949456346,60
nn_handandthen_5c3cee1e,violence,50,40,0.04106555958552426,60
nn_handandthen_5c3cee1e,violence,50,45,0.05206644285510635,60
nn_andstartedto_ca652ec1,violence,50,1,-2.36142142662075,60
nn_andstartedto_ca652ec1,violence,50,2,-1.0592272606539153,60
nn_andstartedto_ca652ec1,violence,50,4,-0.40552881546802483,60
nn_andstartedto_ca652ec1,violence,50,8,-0.04457084281539361,60
nn_andstartedto_ca652ec1,violence,50,12,0.06784257645150418,60
nn_andstartedto_ca652ec1,violence,50,16,0.12765134493576047,60
nn_andstartedto_ca652ec1,violence,50,24,0.19422464836327552,60
nn_andstartedto_ca652ec1,violence,50,32,0.22382063105171332,60
nn_andstartedto_ca652ec1,violence,50,40,0.24294877171966645,60
nn_andstartedto_ca652ec1,violence,50,45,0.25416233605785865,60
nn_andstartedto_3181a968,violence,50,1,-3.0331816794509034,60
nn_andstartedto_3181a968,violence,50,2,-1.3599850724246687,60
nn_andstartedto_3181a968,violence,50,4,-0.5410226093887717,60
nn_andstartedto_3181a968,violence,50,8,-0.14888814002990494,60
nn_andstartedto_3181a968,violence,50,12,-0.01950956668352079,60
nn_andstartedto_3181a968,violence,50,16,0.03791682447740374,60
nn_andstartedto_3181a968,violence,50,24,0.09832116739734867,60
nn_andstartedto_3181a968,violence,50,32,0.13308374127227404,60
nn_andstartedto_3181a968,violence,50,40,0.15461128273281036,60
nn_andstartedto_3181a968,violence,50,45,0.16516907664960676,60
nn_howhehad_14ee3247,violence,50,1,-2.8076868707963625,60
nn_howhehad_14ee3247,violence,50,2,-1.2733797092954486,60
nn_howhehad_14ee3247,violence,50,4,-0.5067166738792028,60
nn_howhehad_14ee3247,violence,50,8,-0.14595203897832382,60
nn_howhehad_14ee3247,violence,50,12,-0.011601850589528586,60
nn_howhehad_14ee3247,violence,50,16,0.04633238364127285,60
nn_howhehad_14ee3247,violence,50,24,0.10794366941462892,60
nn_howhehad_14ee3247,violence,50,32,0.14197001290571185,60
nn_howhehad_14ee3247,violence,50,40,0.16027448387670898,60
nn_howhehad_14ee3247,violence,50,45,0.16985523983640471,60
nn_andhermother_e861e120,violence,50,1,-2.9521577992128636,60
nn_andhermother_e861e120,violence,50,2,-1.3601876395572186,60
nn_andhermother_e861e120,violence,50,4,-0.581915407975199,60
nn_andhermother_e861e120,violence,50,8,-0.17317614067006784,60
nn_andhermother_e861e120,violence,50,12,-0.03746485256341232,60
nn_andhermother_e861e120,violence,50,16,0.027075719580948853,60
nn_andhermother_e861e120,violence,50,24,0.09749024333863672,60
nn_andhermother_e861e120,violence,50,32,0.13314477855577375,60
nn_andhermother_e861e120,violence,50,40,0.149591911188629,60
nn_andhermother_e861e120,violence,50,45,0.1550917956395899,60
nn_armfreeand_fd1a498e,violence,50,1,-2.804662085274793,60
nn_armfreeand_fd1a498e,violence,50,2,-1.271238485655629,60
nn_armfreeand_fd1a498e,violence,50,4,-0.5205833486624768,60
nn_armfreeand_fd1a498e,violence,50,8,-0.14090317066023023,60
nn_armfreeand_fd1a498e,violence,50,12,-0.014442351863304738,60
nn_armfreeand_fd1a498e,violence,50,16,0.04623106588172222,60
nn_armfreeand_fd1a498e,violence,50,24,0.11513198923010763,60
nn_armfreeand_fd1a498e,violence,50,32,0.14279294330177936,60
nn_armfreeand_fd1a498e,violence,50,40,0.1592506882937693,60
nn_armfreeand_fd1a498e,violence,50,45,0.16997285069223572,60
nn_handonher_fd3c470c,sexual,50,1,-1.615310512684999,60
nn_handonher_fd3c470c,sexual,50,2,-0.6167543781519284,60
nn_handonher_fd3c470c,sexual,50,4,-0.04364266185555281,60
nn_handonher_fd3c470c,sexual,50,8,0.2217930161332683,60
nn_handonher_fd3c470c,sexual,50,12,0.28894287362124044,60
nn_handonher_fd3c470c,sexual,50,16,0.3379524358785793,60
nn_handonher_fd3c470c,sexual,50,24,0.3789453059513035,60
nn_handonher_fd3c470c,sexual,50,32,0.3969177269526515,60
nn_handonher_fd3c470c,sexual,50,40,0.4130055647283874,60
nn_handonher_fd3c470c,sexual,50,45,0.41744178106464236,60
nn_thebedcompletely_5c5e8e20,sexual,50,1,-3.1883118680293974,60
nn_thebedcompletely_5c5e8e20,sexual,50,2,-1.54433653797942,60
nn_thebedcompletely_5c5e8e20,sexual,50,4,-0.7130830124228961,60
nn_thebedcompletely_5c5e8e20,sexual,50,8,-0.277388850004795,60
nn_thebedcompletely_5c5e8e20,sexual,50,12,-0.1381460689699189,60
nn_thebedcompletely_5c5e8e20,sexual,50,16,-0.06596310006326192,60
nn_thebedcompletely_5c5e8e20,sexual,50,24,-0.012789602787949194,60
nn_thebedcompletely_5c5e8e20,sexual,50,32,0.023905159314754617,60
nn_thebedcompletely_5c5e8e20,sexual,50,40,0.04200221137048683,60
nn_thebedcompletely_5c5e8e20,sexual,50,45,0.05278754044370532,60
nn_hebeganto_ac6e4c82,sexual,50,1,-3.41320281478106,60
nn_hebeganto_ac6e4c82,sexual,50,2,-1.5707833229217683,60
nn_hebeganto_ac6e4c82,sexual,50,4,-0.7292186197624094,60
nn_hebeganto_ac6e4c82,sexual,50,8,-0.30224236125119014,60
nn_hebeganto_ac6e4c82,sexual,50,12,-0.1581717187282404,60
nn_hebeganto_ac6e4c82,sexual,50,16,-0.08837360930566461,60
nn_hebeganto_ac6e4c82,sexual,50,24,-0.022077576162122615,60
nn_hebeganto_ac6e4c82,sexual,50,32,0.017422561233504164,60
nn_hebeganto_ac6e4c82,sexual,50,40,0.042706237757354146,60
nn_hebeganto_ac6e4c82,sexual,50,45,0.051115866593678505,60
nn_shebeganto_d07f701f,sexual,50,1,-3.1816155600753455,60
nn_shebeganto_d07f701f,sexual,50,2,-1.5172882629731068,60
nn_shebeganto_d07f701f,sexual,50,4,-0.6970252004369383,60
nn_shebeganto_d07f701f,sexual,50,8,-0.25056094082973834,60
