table,target,n_covering,n_significant,families,agree_sign,cross_family,robust,unanimous,mean_slope,direction,lexical_slope,slot_slope,v6_harm_slope,lift_slope,lexical_p,slot_p,v6_harm_p,lift_p
fields,P1,4,2,2,1,1,1,0,0.0003875695218396312,rise,0.00031150987441486936,0.00019324022584943053,0.0008544328170841551,0.00019109517001006976,0.015346677832630107,0.20263875106454066,9.021490107130603e-05,0.20263875106454066
fields,O1.3,4,2,2,1,1,1,0,-0.0003866947331771826,fall,-0.000547704226126615,-0.0009192140620323718,-0.00010624689538846996,2.6386250838726514e-05,0.04438416098714981,0.01862383661500644,1.0,0.4708790136217118
fields,X5.2+,4,2,2,1,1,1,0,-0.0003635856956691892,fall,-0.00011872037723155035,-0.0013656049968578839,0.0005078286094687583,-0.00047784601805608086,0.6718110337653656,0.015346677832630107,0.11140289106101875,0.006600447966810918
fields,N5+,4,2,2,1,1,1,0,0.0003556668083729053,rise,0.0008121645884114595,0.0005746264794345671,-0.00036086653889014523,0.0003967427045357398,0.0026021714567221466,0.11892045255943628,0.11892045255943628,0.00030586400160359517
fields,S5+c,4,2,2,1,1,1,0,-0.00030435855270954855,fall,-0.0002542564950872439,-0.00045279874257586063,-0.00036865808250088243,-0.0001417208906742072,0.06490864707227217,0.006600447966810918,0.0026021714567221466,0.20263875106454066
fields,S1.2.6-,4,2,2,1,1,1,0,-0.0003018836191132196,fall,8.798220239396767e-05,-0.0010048792732632208,-6.395896173787683e-07,-0.0002899978159662465,0.10812902140605729,4.176981747150421e-07,0.5810546875,0.0001168418675661087
fields,S1.2.4-,4,2,2,1,1,1,0,-0.00019535996088242217,fall,-7.565012523329469e-05,-0.00020902065176661786,-0.0005403584983679772,4.3589431838201014e-05,0.3222363203575469,0.015346677832630107,0.006600447966810918,0.6718110337653656
fields,Z8,4,2,2,1,1,1,0,0.00016467154646533047,rise,0.0007626297201510938,-0.0009622785533475971,0.00020307283479209948,0.0006552621842657257,0.032839137564268484,0.3222363203575469,0.6718110337653656,0.00030586400160359517
fields,I3.2+,4,2,2,1,1,1,0,-0.0001257610998231444,fall,-0.0001246736064344556,-0.00016555587300192881,-0.00017433069796187717,-3.848422189431604e-05,0.05946337525377032,0.013283281562245008,0.10812902140605729,0.0293049467205293
fields,A13,4,2,2,1,1,1,0,-0.00011027699736002185,fall,-0.00013629881577256205,1.1581337560015225e-05,-0.0003091517122217743,-7.238799005766273e-06,0.006600447966810918,1.0,0.0026021714567221466,0.6718110337653656
fields,N3.5,4,2,2,1,1,1,0,-4.171666313140755e-05,fall,-3.3964197651889886e-05,-5.064914367275622e-05,-6.811782222955134e-06,-7.544152897802895e-05,0.15240777196147803,0.009399241523873059,0.3019956131896606,9.263546409954415e-06
fields,A10+,4,4,3,0,1,0,0,0.00028855259627201,rise,-0.0022077137547759015,0.005461544574280254,-0.0015821102868621793,-0.0005175101475541333,0.006600447966810918,2.3861331676755526e-05,2.3861331676755526e-05,0.006600447966810918
fields,X3.2-,4,3,2,0,1,0,0,-0.0013463220127711835,fall,-0.0047832834033152,-0.00017920296894457447,-0.0023187986560741763,0.0018959969772492165,4.461782054931973e-10,0.887724827340783,0.000936222910851825,0.0026021714567221466
fields,X3.4+,4,3,3,0,1,0,0,-0.000853250783675991,fall,-0.0047251562839778095,0.002570714845283156,-0.0008727110264332304,-0.00038585066957608016,5.614100093254137e-06,0.006600447966810918,0.006600447966810918,0.20263875106454066
fields,Z1m,4,3,2,0,1,0,0,-0.0006130956841916724,fall,-0.0005366451143960693,-0.0022232425685071644,0.00077313029237056,-0.00046562534623401585,0.3222363203575469,0.032839137564268484,0.032839137564268484,0.015346677832630107
fields,I1.2,4,3,2,0,1,0,0,-0.0003940613377911202,fall,7.281958088294845e-05,-0.00047894048581766286,-0.0017036066311273978,0.0005334821848976315,0.887724827340783,0.006600447966810918,0.0026021714567221466,0.000936222910851825
fields,X2.5+,4,3,3,0,1,0,0,-0.0003565745963560587,fall,-0.0013439599332654836,0.0019526501392309714,-0.0019271349601542086,-0.00010785363123551392,0.000936222910851825,0.032839137564268484,0.000936222910851825,0.3222363203575469
fields,A5.3-,4,3,3,0,1,0,0,0.00024565658125601665,rise,0.0077485305415915355,-0.0035509658178381172,-0.0014146064557960258,-0.001800331942933326,0.032839137564268484,0.032839137564268484,0.6718110337653656,0.032839137564268484
fields,E4.2+,4,3,2,0,1,0,0,0.00022343534044043018,rise,-0.00021208406866765508,0.0004278018258754384,0.0007906346545322592,-0.00011261104997832178,0.0026021714567221466,0.47988766169832786,0.032839137564268484,0.006600447966810918
fields,G2.2+,4,3,3,0,1,0,0,-0.000183934588278038,fall,-0.0008133674465178351,0.006345893331592584,-0.005687310636337572,-0.0005809536018493286,0.035697803555194696,0.0008240823595997426,1.0,0.016094360031274846
fields,T1.1.2,4,3,3,0,1,0,0,-0.00016103058755587678,fall,0.000488855411805225,-0.001364273413190543,0.00011709865048083429,0.00011419700068097664,0.015346677832630107,5.614100093254137e-06,0.6718110337653656,0.006600447966810918
fields,G2.2-,4,3,3,0,1,0,0,0.00010912384720568883,rise,0.0014159112767071912,0.0006835533105373162,-0.002013161752454349,0.00035019255403259696,0.032839137564268484,0.000936222910851825,0.00030586400160359517,0.06490864707227217
fields,N3.5-,4,3,3,0,1,0,0,-5.695177247537722e-05,fall,0.00050781010000882,-0.0010012123310142434,-7.792738611785781e-05,0.0003435225272217723,0.0020881073339964473,0.005515201485501109,1.0,0.048766765904474596
fields,H1c,4,3,2,0,1,0,0,-8.299885758943232e-06,fall,0.0003000169483045769,-0.00020164072912970532,-0.0002681260010070954,0.00013655023879645086,0.032839137564268484,0.06490864707227217,0.03515625,0.032839137564268484
contextual,v6:fit,4,2,1,1,0,0,0,-0.0362307573468852,fall,-0.03831430459608229,-0.00959188525268011,-0.07889543783523795,-0.018121401703540492,0.11892045255943628,0.6718110337653656,0.00030586400160359517,0.0026021714567221466
contextual,slot_institutional_en_v3:agency,4,2,1,1,0,0,0,-0.02423660648684396,fall,-0.028965220939969928,0.005980310593014145,-0.05159497147869174,-0.022366544121728314,0.3222363203575469,0.887724827340783,0.006600447966810918,0.032839137564268484
contextual,slot_institutional_en_v3:vocalisation,4,2,1,0,0,0,0,-0.009627459242725612,fall,0.00020026002509364988,-0.01618573742879761,-0.03479386713182087,0.01226950756462239,1.0,0.20263875106454066,0.00030586400160359517,0.00030586400160359517
fields,X7+,4,2,1,1,0,0,0,0.00064329825454842,rise,0.00033110380204352265,-5.5911974289288096e-05,0.0018140391460788664,0.000483962044360579,0.20263875106454066,1.0,0.015346677832630107,0.015346677832630107
fields,A1.7+,4,2,2,0,1,0,0,-0.000300740279230382,fall,0.001025753141193702,-0.001439203355162814,-0.0007823725104410719,-7.138392511344028e-06,0.0026021714567221466,0.015346677832630107,0.6718110337653656,0.887724827340783
fields,A5.4+,4,2,2,0,1,0,0,-0.00029133726350984943,fall,0.0023414429419130476,-0.00048471604976407334,-0.003309285758379483,0.0002872098121911109,0.0026021714567221466,0.47988766169832786,0.0308837890625,0.20263875106454066
fields,A5.1+++,3,2,2,0,1,0,0,-0.00026522562164812686,fall,0.0014930939974102141,-0.0019266297733342634,,-0.0003621410890203314,0.022628841205914796,0.00393317302223295,,0.8679394004284404
fields,Q3,4,2,1,0,0,0,0,7.817093105880635e-05,rise,0.00014438445842690026,-5.0881899938825354e-05,0.00032191970993477583,-0.00010273854418762528,0.3222363203575469,0.887724827340783,9.021490107130603e-05,0.032839137564268484
fields,I2.1,4,2,2,0,1,0,0,-7.251248006062572e-05,fall,8.963381669052921e-05,-0.00018267499687500593,-0.00018386980186059482,-1.31389381974313e-05,0.006600447966810918,0.11892045255943628,0.0022214337732293643,0.887724827340783
fields,X2.3,4,2,2,0,1,0,0,-6.889164976859261e-05,fall,0.0031773402140091367,-0.0009952675602792136,-0.002268180771347726,-0.00018945848145656726,2.3861331676755526e-05,0.11892045255943628,0.04138946533203125,0.47988766169832786
fields,Z1f,4,2,1,0,0,0,0,5.924301365410332e-05,rise,-0.0004316286971543628,-0.000533986906726693,0.0016047403050496504,-0.0004021526465521813,0.47988766169832786,1.0,0.006600447966810918,0.006600447966810918
fields,A8,4,2,2,0,1,0,0,3.0186066828644986e-05,rise,0.0007624513246219799,-0.0005759458310911184,-0.00024914773432903466,0.00018338650811275303,0.015346677832630107,0.032839137564268484,0.6718110337653656,0.11892045255943628
fields,H1,4,2,2,0,1,0,0,-5.265750120181435e-06,fall,-3.749288388014265e-05,-0.00035320212004331665,0.0001994369750606758,0.00017019502838205776,0.887724827340783,0.015346677832630107,0.47988766169832786,0.00030586400160359517
contextual,slot_rating_en_v6:mundanity,3,1,1,1,0,0,0,0.10363207305455786,rise,0.24026464473699652,0.06508141827334413,,0.005550156153332994,0.006600447966810918,0.3222363203575469,,0.20263875106454066
contextual,slot_institutional_en_v2:collective,3,1,1,1,0,0,0,0.08085582771134875,rise,0.19821706679301285,0.03760933969732522,,0.006741076643708178,9.021490107130603e-05,0.06490864707227217,,0.3222363203575469
contextual,slot_rating_en_v6:superego,3,1,1,1,0,0,0,0.0780567921894445,rise,0.16879773726090852,0.05328952540527103,,0.012083113902153952,0.015346677832630107,0.20263875106454066,,0.20263875106454066
contextual,slot_rating_en_v6:deliberation,3,1,1,1,0,0,0,0.06840196002308595,rise,0.17247460370602735,0.02540625568382398,,0.0073250206794065135,0.0026021714567221466,0.11892045255943628,,0.47988766169832786
contextual,slot_rating_en_v6:fit,3,1,1,1,0,0,0,-0.04833691973521645,fall,-0.02587657110596182,-0.12438850275829,,0.005254314658602455,0.20263875106454066,0.006600447966810918,,0.47988766169832786
contextual,slot_rating_en_v6:aggression,3,1,1,1,0,0,0,-0.03705364535991918,fall,-0.10381717623475167,-0.007537890608587376,,0.00019413076358151636,0.000936222910851825,0.47988766169832786,,1.0
contextual,slot_institutional_en_v3:specificity,4,1,1,1,0,0,0,-0.029891294184606773,fall,-0.020647123684156533,-0.01629240458971786,-0.05014218608715569,-0.03248346237739701,0.6718110337653656,0.3222363203575469,0.11892045255943628,0.0026021714567221466
contextual,v6:directedness,4,1,1,1,0,0,0,-0.027383742874894337,fall,-0.08603396583619924,-0.0030246199817216004,-0.003735253286557271,-0.016741132395099237,0.00030586400160359517,1.0,0.6718110337653656,0.11892045255943628
contextual,sexual_slot_en_v2:body_distance,4,1,1,1,0,0,0,-0.026977068993101528,fall,-0.032218520138659175,-0.023820638739488552,-0.047705507177336036,-0.004163609916922338,0.20263875106454066,0.20263875106454066,0.021294114141387155,0.47988766169832786
contextual,slot_institutional_en_v3:assertiveness,4,1,1,1,0,0,0,-0.025540514981792703,fall,-0.02283578454607662,0.00020628512184123475,-0.06021065757280965,-0.019321902930125777,0.3222363203575469,1.0,0.032839137564268484,0.11892045255943628
contextual,sexual_slot_en_v2:euphemism,4,1,1,1,0,0,0,0.015905991691497545,rise,0.01680214396341,0.04179461838314614,-0.008080277086914256,0.013107481506348294,0.20263875106454066,0.11892045255943628,0.2528697301676033,0.006600447966810918
contextual,sexual_slot_en_v2:charge,4,1,1,1,0,0,0,-0.014366008634653036,fall,-0.08298444753775927,-0.03347912383231983,0.06028928080230783,-0.0012897439708408846,0.015346677832630107,0.20263875106454066,0.2528697301676033,1.0
contextual,slot_institutional_en_v3:deference,4,1,1,1,0,0,0,-0.013336575260402906,fall,-0.017716609655409082,-0.03174834300236274,-0.0013148439780981225,-0.002566504405741683,0.20263875106454066,0.006600447966810918,0.887724827340783,0.47988766169832786
contextual,sexual_slot_en_v2:incorporation,4,1,1,1,0,0,0,0.012162176141576263,rise,0.0007306618759699732,0.03638669122754615,0.010134904954214255,0.0013964465085746784,1.0,0.015346677832630107,0.7754496546815659,0.887724827340783
contextual,v6:makes_better,4,1,1,1,0,0,0,-0.011946267313476446,fall,-0.002419099986716613,-0.002384719434138088,-0.03943700783698992,-0.003544241996061165,0.6718110337653656,0.47988766169832786,0.0026021714567221466,0.20263875106454066
levels,k_concreteness_absz,4,1,1,1,0,0,0,-0.007126023888159669,fall,-0.006675422815133732,-0.00404384212044066,-0.015458175242150075,-0.0023266553749142064,0.06490864707227217,0.3222363203575469,0.000936222910851825,0.06490864707227217
levels,brooke_formality_z,4,1,1,1,0,0,0,-0.006972870115139113,fall,0.0012771068993383857,-0.022054472693781812,-0.004404388542433611,-0.002709726123679413,0.887724827340783,0.000936222910851825,0.20263875106454066,0.3222363203575469
contextual,slot_institutional_en_v3:delay,4,1,1,1,0,0,0,0.006796039209988874,rise,0.00023918453355242417,-0.011260726574862899,0.033119364048898585,0.005086334832367383,1.0,0.47988766169832786,0.006600447966810918,0.3222363203575469
levels,brooke_formality,4,1,1,1,0,0,0,-0.0064507064742589226,fall,0.0011814707011387543,-0.020402922676454667,-0.004074565740747571,-0.0025068081809722074,0.887724827340783,0.000936222910851825,0.20263875106454066,0.3222363203575469
contextual,v6:hedged,4,1,1,1,0,0,0,0.006231278202919348,rise,0.01439930278569333,-0.016644365515737624,0.02434030177860587,0.0028298737631158163,0.11892045255943628,0.11892045255943628,0.015346677832630107,0.11892045255943628
levels,k_register_level_z,4,1,1,1,0,0,0,0.004485467305558379,rise,0.0025184503099107518,0.012839918056762144,-0.0004086603912174232,0.0029921612467780417,0.6718110337653656,0.06490864707227217,0.6718110337653656,0.015346677832630107
levels,k_register_level,4,1,1,1,0,0,0,0.0039992641648479215,rise,0.0022454623764384617,0.011448132527988698,-0.0003643635650099048,0.0026678253199744323,0.6718110337653656,0.06490864707227217,0.6718110337653656,0.015346677832630107
contextual,v6:deliberation,4,1,1,1,0,0,0,0.003885298037957091,rise,0.011613232523041368,-4.4213398301321455e-05,0.004046037136361393,-7.386410927307514e-05,9.021490107130603e-05,1.0,0.3222363203575469,0.887724827340783
fields,Q4,3,1,1,1,0,0,0,0.0036260873437677916,rise,-0.0004150914848883398,0.008529830517445615,,0.0027635229987460993,0.7754496546815659,0.021294114141387155,,0.2528697301676033
fields,M2,4,1,1,1,0,0,0,0.0028171824517370467,rise,0.00040379668508567883,0.0011595232976249058,0.009505223718529063,0.00020018610570853815,0.47988766169832786,0.11892045255943628,5.614100093254137e-06,0.6718110337653656
fields,S5-,3,1,1,1,0,0,0,0.0027755378777903454,rise,-0.00043971107724578146,0.008393927718204191,,0.00037239699241262635,0.19341265286193732,0.0030876764615186403,,0.31232680747326924
fields,X3,3,1,1,1,0,0,0,-0.002706730150189447,fall,-0.005522366739585763,-0.0008561270080816023,,-0.0017416967029009755,0.3876953125,0.3876953125,,0.01171875
levels,brooke_formality_absz,4,1,1,1,0,0,0,-0.0026436072283557636,fall,0.0004841718097578315,-0.008361206068916445,-0.0016697746857146458,-0.001027619968549796,0.887724827340783,0.000936222910851825,0.20263875106454066,0.3222363203575469
fields,L2mfn,4,1,1,1,0,0,0,0.002586455842001013,rise,-0.0001718307796925402,0.010766035859464184,-6.914044484447855e-05,-0.0001792412669231139,0.887724827340783,2.3861331676755526e-05,0.7754496546815659,0.20263875106454066
fields,Z8f,4,1,1,1,0,0,0,-0.0021593512554831467,fall,-0.0038087976652542276,-0.0025191598076789064,-0.0016991582755533558,-0.0006102892734460969,0.015346677832630107,0.11892045255943628,0.11892045255943628,0.20263875106454066
fields,Z8mfc,4,1,1,1,0,0,0,0.0019488418255878988,rise,0.0013673913627568566,0.0032040883871147343,0.0025529146297468552,0.0006709729227331494,0.47988766169832786,0.0026021714567221466,0.38331031799316406,0.06490864707227217
fields,O4.6+,4,1,1,1,0,0,0,-0.001733209684813776,fall,-0.002248047648308428,-0.0029998488287554846,-0.000781060483631846,-0.0009038817785593451,0.0026021714567221466,0.20263875106454066,0.47988766169832786,0.06490864707227217
contextual,v6:superego,4,1,1,1,0,0,0,-0.0016479876335895316,fall,0.003615168504756616,-0.0017495557458365736,-0.006437302444638023,-0.0020202608486401454,0.20263875106454066,0.47988766169832786,0.20263875106454066,0.015346677832630107
contextual,slot_institutional_en_v3:collective,4,1,1,1,0,0,0,-0.0014120620740163405,fall,-0.0026685729710900267,-0.0008678755338394027,-0.00043549259860669047,-0.001676307192529243,0.20263875106454066,0.6718110337653656,0.887724827340783,0.0026021714567221466
fields,W1,3,1,1,1,0,0,0,0.00140904819462152,rise,0.004068886797633321,-0.00033956258490818283,,0.0004978203711394221,0.035697803555194696,0.5327092552361137,,0.17546524899080396
fields,H2,4,1,1,1,0,0,0,-0.0014070951473709181,fall,0.0009481839469942489,-0.0064125406670483675,-0.0008440399980906985,0.0006800161286611443,0.47988766169832786,2.098677427397888e-07,1.0,0.3222363203575469
fields,S1.2.1-,3,1,1,1,0,0,0,-0.001301494192535271,fall,0.0002691752589672421,-0.0033293986693837064,,-0.0008442591671893485,1.0,0.03857421875,,0.09228515625
fields,A12+,3,1,1,1,0,0,0,0.0012841302667175607,rise,0.0028471588638945312,0.0005102051709639322,,0.0004950267652942185,0.015625,1.0,,0.0625
fields,F3,4,1,1,1,0,0,0,-0.0012640763135892494,fall,-0.003089791792114439,-0.0014928487943575023,-1.0842785156780645e-05,-0.00046282188272827663,0.0026021714567221466,0.06490864707227217,1.0,0.20263875106454066
fields,S4m,3,1,1,1,0,0,0,0.0012552386450448594,rise,0.0008127021590439106,0.0033987103060221496,,-0.0004456965299314818,0.887724827340783,0.009399241523873059,,0.7754496546815659
fields,L2mn,4,1,1,1,0,0,0,-0.0012536143218430504,fall,0.0009561096148635075,-0.0037888775408429646,-0.0010447257239252566,-0.001136963637467488,0.3712980344710104,0.4513808323961257,1.0,0.009559878856634896
fields,Z8m,4,1,1,1,0,0,0,0.0010971610191544737,rise,0.0010804228412011757,0.0010444222295374667,0.0005927471583460945,0.0016710518475331582,0.3222363203575469,0.6718110337653656,0.6718110337653656,9.021490107130603e-05
fields,A1.5.2+,4,1,1,1,0,0,0,0.001072052315575338,rise,0.0004821575317310122,0.0037299748515669685,8.811655254231628e-05,-1.2039673538945274e-05,0.47988766169832786,9.021490107130603e-05,0.6075913612730801,0.887724827340783
fields,A1.1.2,4,1,1,1,0,0,0,0.0010287354489865667,rise,0.00118234684150232,0.0015916486583264348,0.0004236736278489273,0.0009172726682685848,0.11892045255943628,0.3222363203575469,0.6718110337653656,0.032839137564268484
fields,W4,4,1,1,1,0,0,0,-0.0010197583289200296,fall,-0.0003425184242981577,-0.003537133417033826,-0.00032694239428431054,0.00012756091993617593,0.3222363203575469,0.032839137564268484,0.38169339766321286,0.6718110337653656
fields,A7+,4,1,1,1,0,0,0,-0.0009454034272226513,fall,-0.00035411395932818804,0.00034050235472891,-0.0037328406982398447,-3.516140605148235e-05,0.47988766169832786,0.6718110337653656,1.163555804595262e-06,0.887724827340783
fields,S4,4,1,1,1,0,0,0,0.0008886314101913195,rise,-0.00014232948968051246,0.0013339047177615203,0.002997356383562636,-0.0006344059708783655,0.47988766169832786,0.3222363203575469,0.032839137564268484,0.06490864707227217
fields,F1,4,1,1,1,0,0,0,-0.0007940373914804695,fall,-0.0005333837749240757,-0.0005138755378326983,-0.0018637516357434404,-0.00026513861742166365,0.11892045255943628,0.3222363203575469,0.0026021714567221466,0.6718110337653656
fields,X3.3,4,1,1,1,0,0,0,0.0007820790020297034,rise,-3.845929781826063e-05,0.004909127660880952,-0.001526094452327386,-0.00021625790261649096,0.887724827340783,0.000936222910851825,0.11892045255943628,0.6718110337653656
fields,X5.1-,4,1,1,1,0,0,0,0.0007753466530402097,rise,0.002201689165060479,0.0009394640690331443,-0.0001105608346123825,7.079421267959843e-05,9.021490107130603e-05,0.20263875106454066,1.0,0.47988766169832786
fields,Z6,4,1,1,1,0,0,0,0.0007509643504777305,rise,0.00035690398695765004,0.0016128603778550073,0.001056306056292864,-2.221301919459903e-05,0.6718110337653656,0.006600447966810918,0.06490864707227217,1.0
fields,Y1,3,1,1,1,0,0,0,-0.0007292087810628483,fall,-0.00057852040912573,-0.0014707855620702207,,-0.00013832037199259362,0.1351564508456704,9.430375484953402e-07,,0.21532714972272515
fields,I1.1-,4,1,1,1,0,0,0,-0.0006608253317131217,fall,-0.0004271775904088198,-0.000660724468343338,-0.0015052669644828253,-5.0132303617503535e-05,0.20263875106454066,0.06490864707227217,0.000936222910851825,1.0
fields,S8-,4,1,1,1,0,0,0,0.0006352624831626011,rise,0.0007492954345076825,0.0021617843453305844,-0.0004909183332045515,0.00012088848601668921,0.015346677832630107,0.06490864707227217,0.887724827340783,0.6718110337653656
fields,N3.3+,3,1,1,1,0,0,0,0.0006151848601911284,rise,0.0013788024607120752,0.00039654517546029136,,7.020694440101846e-05,9.021490107130603e-05,0.3222363203575469,,0.8679394004284404
fields,A7,3,1,1,1,0,0,0,0.0006027737294793279,rise,0.0011633237796666459,0.000584980634079336,,6.001677469200165e-05,0.032839137564268484,0.47988766169832786,,0.887724827340783
fields,Z5,4,1,1,1,0,0,0,0.0005937891693738901,rise,-0.00037287258144800477,-0.0033958803358830076,0.0038506820087210584,0.0022932275861055145,0.6718110337653656,0.20263875106454066,0.11892045255943628,2.3861331676755526e-05
fields,O4.3,4,1,1,1,0,0,0,-0.0005839358279567021,fall,0.00012923893952488725,-0.0007763440248862935,-0.0015197905215627973,-0.0001688477049026042,0.47988766169832786,0.06490864707227217,2.3861331676755526e-05,0.3222363203575469
fields,N3.6,4,1,1,1,0,0,0,0.0005450048318692726,rise,0.0013155570288193772,-3.93560148186858e-05,0.0009362828202736425,-3.24645067972437e-05,0.006600447966810918,0.887724827340783,0.1538599441628321,0.47988766169832786
fields,X3.2++,4,1,1,1,0,0,0,0.0005409757141832198,rise,0.0007937936124793013,-1.78242720882431e-05,0.0012338033015787263,0.00015413021476309456,0.00030586400160359517,1.0,0.11892045255943628,0.47988766169832786
fields,M4fn,3,1,1,1,0,0,0,-0.0005348598428673025,fall,0.000492791265413929,-0.002157925980456611,,6.055518644077455e-05,0.07295138851623051,0.04277394525706768,,1.0
fields,A5.2+,4,1,1,1,0,0,0,0.0005158599577745803,rise,0.0002784010354734959,0.00020770813382040614,0.0016505897924747668,-7.325913067034797e-05,0.3222363203575469,0.47988766169832786,0.006600447966810918,0.47988766169832786
fields,A13.3,4,1,1,1,0,0,0,0.0005049564258321873,rise,0.001097128107845539,0.0006327638971859921,7.778372421763447e-05,0.00021214997407958345,0.032839137564268484,0.47988766169832786,0.6718110337653656,0.11892045255943628
fields,T1.1.1,4,1,1,1,0,0,0,0.0005031755623566497,rise,0.0007842839427733691,-0.00029195628906757875,0.0013103135037012559,0.00021006109201955262,0.20263875106454066,0.3222363203575469,0.20263875106454066,0.032839137564268484
fields,S7.1-,4,1,1,1,0,0,0,-0.0005020590633238817,fall,-0.0004437059778533602,-0.0008301479391799873,-0.0005378569095555235,-0.00019652542670665609,0.887724827340783,0.015346677832630107,0.20263875106454066,0.11892045255943628
fields,Q4.2c,4,1,1,1,0,0,0,-0.0004954256651723021,fall,-0.00052325943561899,-0.0010818788142980104,-0.00012074038735055537,-0.0002558240234216528,0.11892045255943628,0.04438416098714981,0.26317596435546875,0.2528697301676033
fields,E4.1+,4,1,1,1,0,0,0,-0.0004933044998569442,fall,-0.0005840121690057157,-0.0008807902291323785,-0.0002987195038904157,-0.00020969609739926673,0.3222363203575469,0.032839137564268484,0.6718110337653656,0.47988766169832786
fields,X3.1,4,1,1,1,0,0,0,-0.0004854927881910276,fall,-0.0004486213343249196,-0.0014404155331430078,0.00013394247383126867,-0.00018687675912745156,0.47988766169832786,0.000936222910851825,0.8505540192127228,0.20263875106454066
fields,A1.1.1,4,1,1,1,0,0,0,0.0004812294733408921,rise,0.0009989998817436243,0.00015330795118981923,0.0009626727992419435,-0.00019006273881181846,0.006600447966810918,0.887724827340783,0.47988766169832786,0.3222363203575469
fields,M7,4,1,1,1,0,0,0,0.00046492373733036404,rise,0.00024941773124660205,0.0013768615806195534,0.00017526084741401724,5.8154790041283546e-05,0.47988766169832786,0.015346677832630107,0.887724827340783,0.6718110337653656
fields,S7.2+,4,1,1,1,0,0,0,-0.00046282837518311546,fall,-0.00042279526059717004,-0.001100934719186718,-0.000421157218264553,9.357369731597927e-05,0.20263875106454066,0.000936222910851825,1.0,0.6718110337653656
fields,A1.4,4,1,1,1,0,0,0,-0.00045510159662682045,fall,-0.0006282971769689411,-0.00033656660615778033,-0.0006229264799625635,-0.00023261612341799663,0.015346677832630107,0.887724827340783,0.47988766169832786,0.06490864707227217
fields,N1,4,1,1,1,0,0,0,-0.0004488821810108043,fall,-5.538054552737977e-05,-0.0016379403074765174,-0.0002550731302226648,0.00015286525918334495,0.887724827340783,0.000936222910851825,0.6718110337653656,0.3222363203575469
fields,A1.7-,4,1,1,1,0,0,0,0.0004487316201808235,rise,0.00032062725391653654,0.00063721161608693,0.0007305677550423443,0.00010651985567748318,0.006600447966810918,0.47988766169832786,0.3222363203575469,0.3222363203575469
fields,N5.1-,4,1,1,1,0,0,0,-0.00044268526350440466,fall,-0.000362958590653798,-0.0006998222883486334,-0.0007842503169173296,7.629014190214236e-05,0.3222363203575469,0.11892045255943628,0.03515625,0.887724827340783
fields,E1,4,1,1,1,0,0,0,0.0004297303106562247,rise,0.0001770560643935462,0.0007417568271702987,0.0011568295474026205,-0.0003567211963415666,0.6718110337653656,0.20263875106454066,0.11892045255943628,0.006600447966810918
fields,N3.8,4,1,1,1,0,0,0,0.00042919300512103795,rise,0.0013123779450917455,-5.882799112331212e-05,0.0002379933821580581,0.00022522868435766034,0.011351591436778108,0.880395821280672,0.7265625,0.17417114727072658
fields,H3,4,1,1,1,0,0,0,-0.0004231634632496112,fall,3.9452823609612e-05,-0.00023018218498016877,-0.0015223938482525749,2.0469356624686836e-05,0.3222363203575469,0.11892045255943628,5.614100093254137e-06,0.6718110337653656
fields,G2.1-,4,1,1,1,0,0,0,-0.0004150689502111212,fall,-0.0006976266026600815,-0.0004199425195361232,-0.0004321902473784866,-0.00011051643126979354,0.20263875106454066,0.47988766169832786,0.032839137564268484,0.06490864707227217
fields,X9.2+,4,1,1,1,0,0,0,-0.00036944829194003923,fall,-0.0003398546579005031,-0.0007054729680489851,-0.00027103399745304123,-0.0001614315443576274,0.47988766169832786,0.11892045255943628,0.887724827340783,0.00030586400160359517
fields,F1-,4,1,1,1,0,0,0,-0.0003629967867711278,fall,-0.0006735038185461444,4.70949897993842e-05,-0.0006770337163736055,-0.00014854460196414557,0.09887174959294498,1.0,0.7265625,0.028816719655878842
fields,O4.2-,4,1,1,1,0,0,0,-0.00035140169315107277,fall,-0.00045335984844239487,-0.0009031109492227776,0.00018943200311148718,-0.00023856797805060575,0.47988766169832786,0.006600447966810918,0.887724827340783,0.06490864707227217
fields,I3.2,3,1,1,1,0,0,0,0.0003359167641351828,rise,0.0004914036799858295,0.0006107013290755998,,-9.435471665588096e-05,0.013283281562245008,0.11727520595741225,,0.31050465907901525
fields,O4.4,4,1,1,1,0,0,0,0.0003257873072506025,rise,0.0010376270892179795,-0.0003385030625054652,0.00026162336618831334,0.00034240183610158254,0.032839137564268484,0.47988766169832786,1.0,0.06490864707227217
fields,N5.1+c,4,1,1,1,0,0,0,-0.00030444749284631384,fall,-0.0013476453941587546,0.0002277638456690145,-0.00012804665503437512,3.013823213886014e-05,0.015346677832630107,0.6718110337653656,0.3603776529357674,0.887724827340783
fields,O4.5,4,1,1,1,0,0,0,0.0002999837917066333,rise,-9.123133537677778e-05,0.00015243860052783806,0.0010629383518789416,7.578954979653121e-05,0.887724827340783,0.47988766169832786,0.015346677832630107,0.3222363203575469
fields,Z6cmf,3,1,1,1,0,0,0,0.0002986013865066918,rise,0.0006994624876908038,0.00014616443036298625,,5.017724146628531e-05,0.0002940768754342571,0.10775214433670044,,0.332305908203125
