base,pref,domain,n_prompts,js_base_sft,js_base_pref,share
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,betrayal,204,0.103119,0.11381,0.906063
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,civic,14,0.091336,0.104441,0.874522
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,class,30,0.30783,0.359016,0.857427
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,consumer,14,0.106822,0.095596,1.117423
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,contradiction,131,0.076713,0.085755,0.894566
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,death,13,0.075273,0.079018,0.952601
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,disaster,1,0.069572,0.083978,0.828451
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,education,14,0.07375,0.088923,0.829368
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,housing,42,0.075406,0.077868,0.968377
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,identity,4,0.156951,0.211581,0.7418
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,immigration,14,0.11508,0.102596,1.121686
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,institutional,93,0.142203,0.155802,0.912717
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,insurance,14,0.239772,0.206564,1.160765
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,labor,56,0.07642,0.083332,0.917052
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,medical,28,0.065706,0.070649,0.930024
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,neutral,205,0.087976,0.095503,0.921188
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,other,152,0.073513,0.0787,0.934095
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,police,14,0.054887,0.06019,0.911902
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,power,252,0.058549,0.065135,0.89889
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,profanity,15,0.055672,0.0567,0.98187
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,property,208,0.117158,0.127941,0.915716
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,sensation,1,0.113057,0.129143,0.875441
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,sexual,157,0.090433,0.098175,0.921133
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,substance,15,0.148983,0.159562,0.933701
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,taboo,240,0.120681,0.130091,0.927668
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,unconditional,3,0.444133,0.457563,0.970648
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,utilities,14,0.110474,0.120813,0.914424
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,violence,501,0.111998,0.122231,0.916281
LLM360/Amber,LLM360/AmberSafe,animal,100,0.169251,0.366889,0.461313
LLM360/Amber,LLM360/AmberSafe,banking,14,0.147598,0.410397,0.359648
LLM360/Amber,LLM360/AmberSafe,benefits,14,0.101986,0.597825,0.170595
LLM360/Amber,LLM360/AmberSafe,betrayal,204,0.160122,0.323493,0.494977
LLM360/Amber,LLM360/AmberSafe,civic,14,0.117665,0.534292,0.220227
LLM360/Amber,LLM360/AmberSafe,class,30,0.200677,0.498954,0.402194
LLM360/Amber,LLM360/AmberSafe,consumer,14,0.121746,0.561478,0.216831
LLM360/Amber,LLM360/AmberSafe,contradiction,131,0.102295,0.231854,0.441205
LLM360/Amber,LLM360/AmberSafe,death,13,0.11585,0.17998,0.643683
LLM360/Amber,LLM360/AmberSafe,disaster,1,0.077094,0.152374,0.505954
LLM360/Amber,LLM360/AmberSafe,education,14,0.105129,0.566881,0.185452
LLM360/Amber,LLM360/AmberSafe,housing,42,0.088432,0.4784,0.184849
LLM360/Amber,LLM360/AmberSafe,identity,4,0.186826,0.568304,0.328744
LLM360/Amber,LLM360/AmberSafe,immigration,14,0.121501,0.286487,0.424107
LLM360/Amber,LLM360/AmberSafe,institutional,93,0.134307,0.471061,0.285116
LLM360/Amber,LLM360/AmberSafe,insurance,14,0.157689,0.40974,0.38485
LLM360/Amber,LLM360/AmberSafe,labor,56,0.099773,0.538611,0.185241
LLM360/Amber,LLM360/AmberSafe,medical,28,0.102549,0.693881,0.147791
LLM360/Amber,LLM360/AmberSafe,neutral,205,0.119343,0.209258,0.570316
LLM360/Amber,LLM360/AmberSafe,other,160,0.100691,0.211272,0.476592
LLM360/Amber,LLM360/AmberSafe,police,14,0.108282,0.643428,0.168289
LLM360/Amber,LLM360/AmberSafe,power,252,0.092741,0.187571,0.494432
LLM360/Amber,LLM360/AmberSafe,profanity,15,0.084612,0.207356,0.408053
LLM360/Amber,LLM360/AmberSafe,property,208,0.148443,0.302964,0.48997
LLM360/Amber,LLM360/AmberSafe,sensation,1,0.11892,0.26563,0.44769
LLM360/Amber,LLM360/AmberSafe,sexual,156,0.149962,0.260568,0.575521
LLM360/Amber,LLM360/AmberSafe,substance,15,0.140299,0.221411,0.633659
LLM360/Amber,LLM360/AmberSafe,taboo,240,0.147083,0.300772,0.489016
LLM360/Amber,LLM360/AmberSafe,unconditional,3,0.161868,0.263763,0.613688
LLM360/Amber,LLM360/AmberSafe,utilities,14,0.136996,0.566187,0.241962
LLM360/Amber,LLM360/AmberSafe,violence,504,0.151579,0.300251,0.504841
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,animal,100,0.184585,0.282441,0.653533
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,banking,14,0.10904,0.169482,0.643373
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,benefits,14,0.121653,0.177166,0.68666
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,betrayal,204,0.15337,0.239791,0.639598
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,civic,14,0.143224,0.246667,0.580637
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,class,30,0.174066,0.297345,0.585401
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,consumer,14,0.124521,0.203079,0.613165
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,contradiction,131,0.107943,0.144759,0.745675
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,death,13,0.063344,0.084987,0.74533
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,disaster,1,0.045637,0.055401,0.823746
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,education,14,0.166521,0.270141,0.616422
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,housing,42,0.150239,0.23847,0.630013
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,identity,4,0.425121,0.480045,0.885584
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,immigration,14,0.088219,0.120615,0.731408
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,institutional,93,0.15375,0.219276,0.701173
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,insurance,14,0.128871,0.214699,0.600239
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,labor,56,0.156056,0.239902,0.6505
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,medical,28,0.132724,0.215509,0.61586
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,neutral,205,0.106365,0.154119,0.690147
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,other,160,0.105255,0.163163,0.64509
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,police,14,0.154414,0.282727,0.54616
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,power,252,0.111767,0.193997,0.57613
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,profanity,15,0.071164,0.092439,0.769851
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,property,208,0.139138,0.235344,0.591212
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,sensation,1,0.155483,0.261392,0.594828
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,sexual,157,0.127815,0.198461,0.644032
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,substance,15,0.103346,0.151093,0.683991
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,taboo,240,0.148411,0.226246,0.655971
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,unconditional,3,0.070913,0.077295,0.917428
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,utilities,14,0.12015,0.180794,0.664568
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,violence,505,0.142564,0.214357,0.665078
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,animal,100,0.055757,0.137484,0.405552
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,banking,14,0.048563,0.086826,0.55931
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,benefits,14,0.06379,0.145645,0.437985
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,betrayal,204,0.052453,0.126018,0.416232
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,civic,14,0.054301,0.118252,0.459194
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,class,30,0.107175,0.211369,0.507053
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,consumer,14,0.037006,0.079012,0.468364
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,contradiction,131,0.05884,0.104698,0.561998
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,death,13,0.056295,0.091181,0.617399
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,disaster,1,0.064749,0.150314,0.430761
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,education,14,0.105672,0.203775,0.518572
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,housing,42,0.045868,0.102772,0.446309
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,identity,4,0.087657,0.133683,0.65571
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,immigration,14,0.041917,0.084413,0.496573
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,institutional,93,0.088068,0.160935,0.547227
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,insurance,14,0.096661,0.210548,0.459094
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,labor,56,0.070512,0.16125,0.437282
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,medical,28,0.053879,0.11841,0.455021
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,neutral,205,0.062769,0.113161,0.554689
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,other,160,0.034803,0.077343,0.449982
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,police,14,0.08768,0.158194,0.554257
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,power,252,0.040895,0.091012,0.449342
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,profanity,15,0.022256,0.045658,0.487442
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,property,208,0.056608,0.124124,0.456061
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,sensation,1,0.030262,0.076193,0.397171
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,sexual,157,0.065016,0.133652,0.48646
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,substance,15,0.052926,0.105585,0.501264
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,taboo,240,0.05759,0.127102,0.4531
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,unconditional,3,0.014195,0.016243,0.8739
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,utilities,14,0.088014,0.183057,0.4808
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,violence,504,0.057842,0.12106,0.477799
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,animal,100,0.166589,0.22965,0.725402
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,banking,14,0.198627,0.246152,0.806927
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,benefits,14,0.139403,0.218131,0.639078
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,betrayal,204,0.157118,0.210343,0.74696
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,civic,14,0.131976,0.190389,0.69319
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,class,30,0.258595,0.357894,0.722547
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,consumer,14,0.130046,0.201883,0.644165
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,contradiction,131,0.144166,0.203277,0.709211
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,death,13,0.142011,0.179679,0.790358
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,disaster,1,0.168542,0.284173,0.593098
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,education,14,0.119654,0.167981,0.712311
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,housing,42,0.134868,0.193253,0.69788
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,identity,4,0.214471,0.245035,0.875265
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,immigration,14,0.113709,0.155501,0.731247
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,institutional,93,0.206605,0.285393,0.723932
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,insurance,14,0.132709,0.190008,0.698441
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,labor,56,0.109857,0.16712,0.657354
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,medical,28,0.105101,0.142125,0.739497
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,neutral,205,0.146909,0.198148,0.741408
