source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
S,S,S+,S+,29,49,1489,1.0162,1.4877,0.25287,letter,32
N,N,A+,A+,26,49,1725,1.0162,1.0625,0.77545,letter,32
T+,T+,B,B,25,49,1223,1.0154,0.6760,1,letter,32
X-,X-,F,F,25,49,309,1.0151,0.3619,1,letter,32
O,O,A-,A-,27,49,1941,1.0144,1.0287,0.568172,letter,32
K,K,M,M,27,49,1008,1.0142,0.7224,0.568172,letter,32
S,S,N,N,25,49,1168,1.0133,1.3474,1,letter,32
P,P,X+,X+,26,48,317,1.0126,0.9027,0.665466,letter,32
N,N,N+,N+,26,49,1513,1.0124,0.9499,0.77545,letter,32
N+,N+,K,K,27,49,1004,1.0121,1.1330,0.568172,letter,32
A+,A+,I-,I-,27,49,877,1.0119,0.7767,0.568172,letter,32
A,A,S+,S+,26,50,2121,1.0118,0.8758,0.887725,letter,32
A+,A+,A-,A-,26,50,2164,1.0117,0.9011,0.887725,letter,32
S,S,T,T,25,50,877,1.0112,1.5409,1,letter,32
O,O,N+,N+,26,50,1897,1.0111,0.9353,0.887725,letter,32
I-,I-,T+,T+,25,49,652,1.0107,1.4002,1,letter,32
G+,G+,S+,S+,21,41,26,1.0100,0.4857,1,letter,32
X+,X+,E-,E-,25,49,1535,1.0099,0.8112,1,letter,32
S,S,B+,B+,21,41,32,1.0092,0.5639,1,letter,32
S-,S-,E,E,24,47,86,1.0091,0.7293,1,letter,32
L+,L+,I,I,23,46,140,1.0083,1.0358,1,letter,32
M,M,A,A,28,49,2259,1.0078,1.1987,0.391603,letter,32
H,H,S-,S-,25,49,623,1.0070,0.9550,1,letter,32
I-,I-,O,O,25,49,846,1.0066,1.3170,1,letter,32
P,P,N,N,25,49,212,1.0065,0.8462,1,letter,32
T+,T+,M,M,26,49,1774,1.0061,0.4638,0.77545,letter,32
N,N,E-,E-,25,49,1082,1.0061,0.8504,1,letter,32
K,K,H,H,25,49,621,1.0059,0.8297,1,letter,32
B,B,N+,N+,25,49,1444,1.0054,1.2192,1,letter,32
S,S,S-,S-,25,50,823,1.0051,1.2672,1,letter,32
O,O,Y,Y,24,47,995,1.0048,0.7519,1,letter,32
T+,T+,W,W,25,49,307,1.0048,0.5495,1,letter,32
B-,B-,M,M,25,49,556,1.0046,0.9366,1,letter,32
G,G,A,A,25,49,976,1.0044,1.5825,1,letter,32
N+,N+,Q,Q,25,49,2104,1.0044,0.9489,1,letter,32
F+,F+,X,X,22,43,48,1.0041,2.0338,1,letter,32
M,M,N-,N-,24,48,1340,1.0041,1.2183,1,letter,32
S-,S-,G,G,25,49,368,1.0040,0.8915,1,letter,32
B+,B+,N,N,14,28,17,1.0039,2.2322,1,letter,32
P,P,Z,Z,24,48,280,1.0030,1.0749,1,letter,32
Q,Q,I,I,25,49,1842,1.0029,0.7952,1,letter,32
C,C,Q,Q,25,49,583,1.0028,1.2129,1,letter,32
F,F,E-,E-,25,49,731,1.0025,1.1552,1,letter,32
X+,X+,H,H,26,49,1464,1.0024,0.8216,0.77545,letter,32
Q,Q,S+,S+,25,50,2079,1.0022,0.8615,1,letter,32
X-,X-,Q,Q,25,49,1091,1.0022,0.4868,1,letter,32
A,A,Q,Q,26,50,2199,1.0019,0.9242,0.887725,letter,32
K,K,Z,Z,25,49,787,1.0016,0.8143,1,letter,32
A,A,G,G,25,49,946,1.0015,0.7939,1,letter,32
H,H,M,M,25,50,1677,1.0013,0.9142,1,letter,32
B,B,B-,B-,25,49,407,1.0013,1.5296,1,letter,32
K,K,L,L,25,49,224,1.0011,1.0211,1,letter,32
C,C,A-,A-,26,49,504,1.0011,1.2052,0.77545,letter,32
S+,S+,A,A,25,50,2035,1.0009,0.7929,1,letter,32
O-,O-,X,X,24,48,237,1.0008,1.1947,1,letter,32
K,K,T-,T-,25,49,370,1.0006,0.5949,1,letter,32
P,P,M,M,25,49,454,1.0005,0.7910,1,letter,32
O,O,M,M,25,49,2025,1.0003,0.8771,1,letter,32
N-,N-,X+,X+,24,48,1004,1.0000,0.7461,1,letter,32
O+,O+,E-,E-,24,49,553,0.9994,1.0154,1,letter,32
O,O,S,S,24,49,1673,0.9993,0.8571,1,letter,32
X,X,T+,T+,24,49,1529,0.9993,0.7465,1,letter,32
N-,N-,S+,S+,24,49,985,0.9989,0.8186,1,letter,32
B,B,S+,S+,23,49,1510,0.9987,1.2329,0.77545,letter,32
T+,T+,X,X,24,49,1608,0.9985,0.5618,1,letter,32
X-,X-,H,H,24,49,598,0.9981,0.5217,1,letter,32
A-,A-,X,X,24,49,1934,0.9980,0.8895,1,letter,32
Z,Z,B,B,24,49,1363,0.9980,1.1426,1,letter,32
Z,Z,I+,I+,22,45,49,0.9980,0.6766,1,letter,32
I,I,O,O,24,49,1731,0.9980,1.1191,1,letter,32
T-,T-,L,L,24,48,163,0.9977,1.4262,1,letter,32
E-,E-,I,I,24,49,1243,0.9976,1.0820,1,letter,32
S+,S+,O,O,24,49,1820,0.9974,0.8027,1,letter,32
X+,X+,A,A,24,49,2070,0.9969,0.8147,1,letter,32
W-,W-,M,M,19,38,20,0.9968,0.4876,1,letter,32
G-,G-,M,M,24,49,838,0.9967,0.9330,1,letter,32
N,N,E+,E+,24,49,803,0.9965,0.8945,1,letter,32
X,X,O,O,24,49,1851,0.9961,0.7399,1,letter,32
E,E,X,X,24,48,252,0.9960,1.2973,1,letter,32
T,T,E+,E+,24,48,404,0.9958,0.8553,1,letter,32
T-,T-,X+,X+,24,49,1097,0.9953,1.1262,1,letter,32
O+,O+,X+,X+,23,49,702,0.9947,1.0908,0.77545,letter,32
S,S,W-,W-,18,36,17,0.9942,1.6837,1,letter,32
M,M,N+,N+,22,49,2146,0.9942,1.1539,0.568172,letter,32
O+,O+,S,S,24,49,578,0.9933,0.9295,1,letter,32
O,O,X-,X-,24,49,1395,0.9932,1.3510,1,letter,32
X,X,T,T,24,49,1300,0.9930,0.6142,1,letter,32
A-,A-,A,A,23,49,2134,0.9929,0.8218,0.77545,letter,32
E,E,T+,T+,24,48,167,0.9926,1.6306,1,letter,32
A-,A-,E+,E+,24,49,1272,0.9926,0.7493,1,letter,32
B,B,T-,T-,24,49,748,0.9926,1.1942,1,letter,32
L-,L-,I-,I-,24,49,308,0.9923,1.7427,1,letter,32
M,M,F-,F-,16,35,34,0.9922,0.6545,0.735879,letter,32
X,X,S,S,24,49,1637,0.9920,0.6263,1,letter,32
Q,Q,E+,E+,24,49,1404,0.9914,0.8184,1,letter,32
I-,I-,S+,S+,24,49,798,0.9913,1.4935,1,letter,32
Q,Q,X-,X-,24,49,1535,0.9911,1.1824,1,letter,32
I,I,E+,E+,22,48,966,0.9910,0.9834,0.665466,letter,32
B,B,O,O,23,49,1499,0.9909,1.1742,0.77545,letter,32
B,B,Q,Q,22,49,1604,0.9906,1.2620,0.568172,letter,32
N+,N+,X-,X-,23,48,1404,0.9905,1.3358,0.885433,letter,32
Z,Z,N,N,24,49,1596,0.9903,1.0062,1,letter,32
Y,Y,O,O,23,48,108,0.9903,1.0500,0.885433,letter,32
S,S,Q,Q,23,50,1661,0.9902,1.4296,0.671811,letter,32
B,B,X-,X-,23,49,1048,0.9902,1.7852,0.77545,letter,32
X-,X-,L+,L+,22,45,63,0.9901,0.2930,1,letter,32
I,I,M,M,24,49,1935,0.9899,0.9712,1,letter,32
B,B,W,W,24,48,416,0.9896,1.0969,1,letter,32
X+,X+,Q,Q,23,49,2030,0.9896,0.7958,0.77545,letter,32
N+,N+,A+,A+,22,49,2163,0.9894,0.9648,0.568172,letter,32
N-,N-,G,G,24,48,300,0.9889,0.6501,1,letter,32
T+,T+,S,S,24,49,1438,0.9888,0.5385,1,letter,32
Q-,Q-,M,M,13,28,16,0.9887,0.1866,0.850554,letter,32
S-,S-,X,X,23,49,1033,0.9886,1.1801,0.77545,letter,32
S+,S+,N,N,22,49,1560,0.9883,0.7256,0.568172,letter,32
S-,S-,K,K,23,49,465,0.9883,1.2026,0.77545,letter,32
M,M,S-,S-,20,49,1495,0.9882,1.1019,0.25287,letter,32
S-,S-,Q-,Q-,12,25,10,0.9882,0.0000,1,letter,32
H,H,T+,T+,23,49,1104,0.9879,0.9372,0.77545,letter,32
S,S,G,G,24,49,585,0.9878,1.0917,1,letter,32
T+,T+,A,A,24,49,1742,0.9876,0.5535,1,letter,32
O,O,P,P,24,49,469,0.9874,0.9547,1,letter,32
S+,S+,Z,Z,22,50,1898,0.9874,0.9580,0.479888,letter,32
S,S,P,P,24,49,304,0.9874,1.2434,1,letter,32
I-,I-,N-,N-,24,48,395,0.9873,1.3919,1,letter,32
G,G,X,X,23,49,831,0.9873,1.9107,0.77545,letter,32
S,S,I,I,24,49,1243,0.9863,1.2357,1,letter,32
G-,G-,A+,A+,23,49,807,0.9863,1.0392,0.77545,letter,32
A+,A+,T,T,22,50,1626,0.9861,0.7694,0.479888,letter,32
S+,S+,S,S,23,49,1583,0.9855,0.6618,0.77545,letter,32
E+,E+,A+,A+,24,49,1241,0.9851,0.9120,1,letter,32
G-,G-,X+,X+,23,49,677,0.9850,1.1676,0.77545,letter,32
S,S,A-,A-,24,50,1553,0.9849,1.2924,0.887725,letter,32
N,N,A-,A-,24,49,1563,0.9848,1.0386,1,letter,32
O,O,L+,L+,23,47,140,0.9845,0.6080,1,letter,32
F,F,C,C,23,49,217,0.9842,1.0471,0.77545,letter,32
L-,L-,T-,T-,23,49,307,0.9841,1.7971,0.77545,letter,32
K,K,N+,N+,24,49,769,0.9838,0.7259,1,letter,32
A+,A+,A,A,19,50,2227,0.9838,0.8227,0.11892,letter,32
A,A,L+,L+,23,47,161,0.9835,0.4411,1,letter,32
A,A,E-,E-,22,49,1690,0.9832,0.7199,0.568172,letter,32
X-,X-,G-,G-,24,49,229,0.9832,0.3013,1,letter,32
P,P,O,O,24,49,366,0.9832,1.1891,1,letter,32
E+,E+,N,N,24,49,801,0.9831,0.7148,1,letter,32
K,K,X,X,23,49,845,0.9826,0.7763,0.77545,letter,32
X+,X+,N,N,23,49,1712,0.9813,0.7632,0.77545,letter,32
X,X,O-,O-,24,48,309,0.9813,0.6104,1,letter,32
P,P,S+,S+,24,49,310,0.9811,1.1517,1,letter,32
M,M,K,K,22,49,1224,0.9805,1.2907,0.568172,letter,32
S-,S-,S+,S+,21,49,1093,0.9804,1.0125,0.391603,letter,32
A,A,T-,T-,24,49,1222,0.9799,0.7888,1,letter,32
B-,B-,B-,B-,24,49,183,0.9796,1.1795,1,letter,32
L+,L+,O+,O+,20,41,39,0.9794,1.4768,1,letter,32
S,S,B-,B-,23,49,365,0.9790,1.6422,0.77545,letter,32
N+,N+,M,M,22,49,2213,0.9786,0.7785,0.568172,letter,32
Z,Z,A-,A-,22,49,1908,0.9785,1.1057,0.568172,letter,32
G-,G-,A-,A-,22,49,702,0.9783,1.0620,0.568172,letter,32
M,M,A-,A-,18,49,2169,0.9781,1.1872,0.0854331,letter,32
S-,S-,X+,X+,22,49,1038,0.9780,1.0719,0.568172,letter,32
M,M,T-,T-,22,49,1317,0.9778,1.1235,0.568172,letter,32
O-,O-,N-,N-,22,48,97,0.9776,0.8668,0.665466,letter,32
Z,Z,G+,G+,20,43,54,0.9773,1.3389,0.760792,letter,32
G-,G-,T-,T-,24,49,243,0.9770,1.2291,1,letter,32
W,W,S+,S+,23,49,467,0.9769,1.0272,0.77545,letter,32
X+,X+,S+,S+,23,49,1962,0.9769,0.8220,0.77545,letter,32
T-,T-,E+,E+,23,48,466,0.9768,1.1342,0.885433,letter,32
W,W,X+,X+,23,48,455,0.9766,1.1641,0.885433,letter,32
B,B,M,M,22,49,1702,0.9765,1.0540,0.568172,letter,32
C,C,E-,E-,23,48,380,0.9764,0.8328,0.885433,letter,32
H,H,I,I,24,50,820,0.9761,0.8853,0.887725,letter,32
I,I,N,N,22,49,1443,0.9760,1.0858,0.568172,letter,32
B-,B-,Z,Z,22,49,420,0.9753,1.0457,0.568172,letter,32
G,G,B-,B-,24,49,226,0.9752,1.5265,1,letter,32
L-,L-,G-,G-,22,48,242,0.9751,1.5021,0.665466,letter,32
L-,L-,T,T,24,49,307,0.9746,2.0851,1,letter,32
P,P,B,B,24,49,265,0.9719,1.0618,1,letter,32
X+,X+,F,F,21,49,971,0.9718,0.6939,0.391603,letter,32
L-,L-,X,X,22,49,602,0.9710,2.4361,0.568172,letter,32
N-,N-,K,K,22,48,388,0.9701,0.9246,0.665466,letter,32
I,I,S-,S-,22,49,856,0.9700,1.1517,0.568172,letter,32
M,M,H,H,23,49,1729,0.9692,1.2212,0.77545,letter,32
H,H,A+,A+,21,50,1629,0.9691,1.0153,0.322236,letter,32
B-,B-,A-,A-,24,49,460,0.9687,1.1581,1,letter,32
X-,X-,K,K,24,49,384,0.9687,0.4888,1,letter,32
Q,Q,B,B,23,49,1669,0.9686,0.9202,0.77545,letter,32
T,T,Q,Q,21,50,1026,0.9683,1.0240,0.322236,letter,32
I,I,A,A,22,49,1906,0.9683,1.1053,0.568172,letter,32
N-,N-,A+,A+,21,48,1169,0.9683,0.7572,0.470879,letter,32
B,B,B,B,18,49,1178,0.9682,1.2988,0.0854331,letter,32
O,O,A,A,15,50,2012,0.9681,0.9674,0.00660045,letter,32
N,N,T+,T+,22,49,1163,0.9680,0.9619,0.568172,letter,32
S,S,F,F,23,49,651,0.9679,0.9141,0.77545,letter,32
M,M,I+,I+,21,45,86,0.9679,1.1033,0.765992,letter,32
B,B,F,F,23,49,759,0.9679,0.8883,0.77545,letter,32
G,G,T-,T-,23,49,395,0.9679,1.5753,0.77545,letter,32
A,A,B,B,21,49,1735,0.9677,0.8823,0.391603,letter,32
G,G,E+,E+,24,49,417,0.9669,1.4978,1,letter,32
S,S,N-,N-,22,49,741,0.9669,1.1525,0.568172,letter,32
K,K,S+,S+,23,49,822,0.9666,0.7002,0.77545,letter,32
N+,N+,I,I,22,49,1726,0.9665,0.8223,0.568172,letter,32
E-,E-,X,X,22,49,1481,0.9661,1.2957,0.568172,letter,32
A,A,E+,E+,19,49,1416,0.9661,0.8023,0.152408,letter,32
B+,B+,S-,S-,21,43,35,0.9660,1.9186,1,letter,32
A+,A+,O+,O+,22,49,1293,0.9659,0.7222,0.568172,letter,32
N+,N+,L-,L-,23,49,415,0.9658,0.3839,0.77545,letter,32
X+,X+,T-,T-,24,49,1087,0.9656,0.7584,1,letter,32
A,A,H,H,24,50,1627,0.9654,0.9598,0.887725,letter,32
Q,Q,F,F,23,49,1079,0.9654,0.6799,0.77545,letter,32
H,H,Q,Q,24,50,1566,0.9654,0.9240,0.887725,letter,32
X+,X+,O,O,23,49,1890,0.9649,0.8196,0.77545,letter,32
A-,A-,E-,E-,23,49,1552,0.9637,0.7124,0.77545,letter,32
Z,Z,O-,O-,21,48,284,0.9636,0.7775,0.470879,letter,32
O+,O+,X-,X-,20,49,469,0.9636,1.5228,0.25287,letter,32
A-,A-,S,S,20,49,1809,0.9629,0.7105,0.25287,letter,32
Z,Z,L-,L-,24,49,373,0.9628,0.4534,1,letter,32
A+,A+,B-,B-,22,49,561,0.9628,0.9756,0.568172,letter,32
N+,N+,N-,N-,22,48,1031,0.9627,0.9875,0.665466,letter,32
Z,Z,X,X,22,49,1798,0.9626,1.2363,0.568172,letter,32
E-,E-,E,E,22,47,154,0.9624,0.6751,0.770867,letter,32
O-,O-,A+,A+,23,48,289,0.9623,1.0352,0.885433,letter,32
O-,O-,T+,T+,23,48,111,0.9619,0.9138,0.885433,letter,32
X,X,M,M,18,49,2025,0.9615,0.6422,0.0854331,letter,32
W,W,H,H,23,48,287,0.9614,1.2378,0.885433,letter,32
W,W,T+,T+,24,49,337,0.9612,1.2328,1,letter,32
X,X,S+,S+,22,49,1877,0.9608,0.6693,0.568172,letter,32
X+,X+,E,E,23,47,197,0.9608,0.6585,1,letter,32
A+,A+,N+,N+,21,50,2118,0.9605,0.7446,0.322236,letter,32
O-,O-,A-,A-,20,48,244,0.9603,0.7762,0.312327,letter,32
S,S,O,O,21,49,1471,0.9600,1.2953,0.391603,letter,32
Q,Q,N-,N-,22,49,1243,0.9597,0.8260,0.568172,letter,32
X-,X-,A-,A-,20,48,992,0.9594,0.4627,0.312327,letter,32
W,W,A,A,22,49,581,0.9589,1.0088,0.568172,letter,32
E-,E-,O,O,16,49,1496,0.9586,1.0533,0.0212941,letter,32
L,L,G-,G-,23,48,62,0.9582,0.7527,0.885433,letter,32
X-,X-,G,G,23,49,265,0.9581,0.3633,0.77545,letter,32
L+,L+,A,A,19,47,182,0.9578,1.0408,0.24296,letter,32
N-,N-,C,C,23,47,167,0.9576,0.8194,1,letter,32
M,M,L,L,21,49,703,0.9570,1.3920,0.391603,letter,32
N,N,Z,Z,22,49,1611,0.9556,1.1607,0.568172,letter,32
M,M,S,S,18,49,2030,0.9551,1.0576,0.0854331,letter,32
W-,W-,O,O,19,38,21,0.9548,0.5300,1,letter,32
T,T,N-,N-,22,48,299,0.9548,1.0699,0.665466,letter,32
X,X,B,B,20,49,1524,0.9547,0.7262,0.25287,letter,32
A+,A+,M,M,19,49,2245,0.9546,0.7527,0.152408,letter,32
X+,X+,N+,N+,21,49,1946,0.9544,0.7028,0.391603,letter,32
N+,N+,B,B,21,49,1542,0.9544,0.9701,0.391603,letter,32
B-,B-,T,T,24,49,197,0.9544,1.1693,1,letter,32
Z,Z,M,M,21,49,2171,0.9540,0.9288,0.391603,letter,32
A,A,X,X,17,49,2045,0.9530,0.8868,0.0443842,letter,32
A-,A-,Q,Q,14,49,2075,0.9529,0.7561,0.00380165,letter,32
A,A,S,S,21,50,1973,0.9526,0.7079,0.322236,letter,32
H,H,T,T,22,49,852,0.9523,0.8937,0.568172,letter,32
O,O,T-,T-,20,49,987,0.9522,0.8505,0.25287,letter,32
B-,B-,S+,S+,23,49,423,0.9520,1.0066,0.77545,letter,32
L,L,B,B,23,49,313,0.9519,1.3825,0.77545,letter,32
I,I,L-,L-,21,49,339,0.9513,0.3908,0.391603,letter,32
G,G,P,P,22,49,131,0.9509,1.0369,0.568172,letter,32
Q,Q,E,E,21,48,227,0.9506,0.4470,0.470879,letter,32
O+,O+,L-,L-,19,47,140,0.9505,0.4645,0.24296,letter,32
B,B,A-,A-,18,49,1541,0.9505,1.1217,0.0854331,letter,32
T,T,Z,Z,22,50,833,0.9505,0.9247,0.479888,letter,32
O+,O+,T,T,24,49,380,0.9504,1.1349,1,letter,32
Q,Q,T-,T-,22,49,1194,0.9502,0.7957,0.568172,letter,32
N+,N+,T+,T+,21,49,1573,0.9497,0.8942,0.391603,letter,32
M,M,E-,E-,22,49,1786,0.9488,0.9336,0.568172,letter,32
X,X,B-,B-,23,49,455,0.9487,0.7310,0.77545,letter,32
F+,F+,E-,E-,20,40,50,0.9475,1.5535,1,letter,32
B,B,A+,A+,19,49,1657,0.9474,1.1940,0.152408,letter,32
A-,A-,W,W,24,48,503,0.9467,0.7802,1,letter,32
L,L,S,S,22,49,270,0.9461,0.9125,0.568172,letter,32
N-,N-,B,B,21,49,735,0.9459,0.8962,0.391603,letter,32
X,X,N+,N+,19,49,1844,0.9458,0.5546,0.152408,letter,32
I,I,S+,S+,18,49,1648,0.9452,1.0713,0.0854331,letter,32
W,W,X,X,19,48,485,0.9449,1.2683,0.193413,letter,32
G,G,T+,T+,22,49,615,0.9443,1.5080,0.568172,letter,32
A+,A+,K,K,20,50,1165,0.9440,0.8965,0.202639,letter,32
O,O,C,C,23,49,437,0.9437,0.7875,0.77545,letter,32
N-,N-,X,X,21,49,1010,0.9436,1.0347,0.391603,letter,32
I,I,S,S,22,49,1469,0.9435,0.9860,0.568172,letter,32
E,E,A-,A-,23,48,259,0.9435,1.1744,0.885433,letter,32
N+,N+,A-,A-,19,49,2032,0.9433,0.9198,0.152408,letter,32
P,P,T-,T-,22,49,116,0.9429,0.9435,0.568172,letter,32
G-,G-,O-,O-,23,47,90,0.9425,1.4321,1,letter,32
Z,Z,E+,E+,20,49,1015,0.9422,1.0540,0.25287,letter,32
N,N,I,I,21,49,1244,0.9416,0.8940,0.391603,letter,32
A,A,I-,I-,21,49,880,0.9413,0.7142,0.391603,letter,32
X,X,N,N,20,49,1589,0.9411,0.6388,0.25287,letter,32
S+,S+,T+,T+,21,49,1435,0.9403,0.7519,0.391603,letter,32
L-,L-,N,N,22,48,422,0.9399,2.1272,0.665466,letter,32
O-,O-,I,I,23,47,135,0.9392,0.6744,1,letter,32
K,K,Q,Q,18,49,924,0.9391,0.7598,0.0854331,letter,32
T-,T-,K,K,23,49,462,0.9389,1.0294,0.77545,letter,32
F+,F+,M,M,17,43,60,0.9387,1.3433,0.222053,letter,32
E+,E+,E+,E+,24,49,523,0.9386,0.6823,1,letter,32
G-,G-,S+,S+,22,49,642,0.9386,1.1618,0.568172,letter,32
N,N,X-,X-,21,48,968,0.9375,1.2618,0.470879,letter,32
B,B,X,X,19,49,1489,0.9372,1.3830,0.152408,letter,32
Q,Q,N+,N+,17,50,2060,0.9370,0.7663,0.0328391,letter,32
B,B,N-,N-,21,49,846,0.9369,1.1179,0.391603,letter,32
X-,X-,O,O,19,49,959,0.9365,0.3755,0.152408,letter,32
F,F,F,F,19,49,439,0.9359,0.9673,0.152408,letter,32
X+,X+,X-,X-,19,49,1440,0.9358,1.0782,0.152408,letter,32
Y,Y,A,A,20,49,129,0.9356,0.8318,0.25287,letter,32
E,E,A,A,20,48,323,0.9353,1.2237,0.312327,letter,32
I-,I-,A,A,18,49,960,0.9342,1.1908,0.0854331,letter,32
E-,E-,N-,N-,21,48,825,0.9336,0.8933,0.470879,letter,32
E,E,M,M,18,48,326,0.9332,0.9987,0.111403,letter,32
Z,Z,P,P,23,48,296,0.9331,0.8107,0.885433,letter,32
A,A,C,C,20,49,496,0.9331,0.7178,0.25287,letter,32
F,F,K,K,22,49,478,0.9330,1.5011,0.568172,letter,32
E-,E-,E+,E+,20,49,934,0.9329,0.9499,0.25287,letter,32
K,K,X+,X+,21,49,830,0.9320,0.6876,0.391603,letter,32
N,N,A,A,13,49,1725,0.9314,0.8942,0.00140269,letter,32
L-,L-,L+,L+,21,46,95,0.9311,1.0008,0.658738,letter,32
I-,I-,I,I,23,49,682,0.9311,1.1703,0.77545,letter,32
A+,A+,B,B,18,49,1730,0.9307,0.8837,0.0854331,letter,32
G,G,T,T,19,49,389,0.9306,1.6640,0.152408,letter,32
P,P,A+,A+,21,49,415,0.9306,1.0309,0.391603,letter,32
H,H,A-,A-,19,50,1417,0.9301,0.8763,0.11892,letter,32
N,N,S-,S-,22,48,735,0.9299,0.8519,0.665466,letter,32
F,F,H,H,20,48,653,0.9298,1.2419,0.312327,letter,32
Y,Y,T+,T+,20,47,64,0.9298,0.7206,0.381693,letter,32
M,M,G,G,20,49,1003,0.9291,1.0277,0.25287,letter,32
B,B,N,N,20,49,1208,0.9291,1.0631,0.25287,letter,32
I,I,G-,G-,22,49,492,0.9290,0.7688,0.568172,letter,32
E-,E-,L,L,20,49,382,0.9287,1.3770,0.25287,letter,32
N,N,S+,S+,18,49,1521,0.9284,0.8856,0.0854331,letter,32
M,M,B,B,11,49,1789,0.9283,1.1489,0.000141971,letter,32
I-,I-,N+,N+,23,49,752,0.9283,1.1964,0.77545,letter,32
M,M,M,M,0,49,2193,0.9282,0.9688,3.55271e-15,letter,32
N-,N-,S-,S-,21,48,433,0.9279,0.7228,0.470879,letter,32
B,B,W-,W-,20,42,25,0.9279,0.8348,0.877614,letter,32
G,G,O,O,19,49,851,0.9276,1.5333,0.152408,letter,32
H,H,C,C,20,48,217,0.9273,0.8608,0.312327,letter,32
F-,F-,Q,Q,17,34,39,0.9271,1.2274,1,letter,32
L,L,I,I,23,48,240,0.9270,0.9875,0.885433,letter,32
S+,S+,M,M,20,49,2060,0.9264,0.6703,0.25287,letter,32
Z,Z,O,O,22,49,1810,0.9263,1.0492,0.568172,letter,32
S,S,T+,T+,20,49,1074,0.9262,1.3102,0.25287,letter,32
N,N,W,W,24,49,277,0.9260,1.0657,1,letter,32
E-,E-,G+,G+,15,35,34,0.9245,1.1704,0.49956,letter,32
C,C,N+,N+,18,49,449,0.9234,0.9698,0.0854331,letter,32
M,M,N,N,20,49,1960,0.9233,1.0764,0.25287,letter,32
E+,E+,T-,T-,21,48,331,0.9232,0.7261,0.470879,letter,32
B-,B-,S-,S-,23,49,267,0.9228,1.0193,0.77545,letter,32
B,B,Z,Z,19,49,1494,0.9227,1.3337,0.152408,letter,32
A+,A+,L,L,23,49,622,0.9225,0.9765,0.77545,letter,32
G,G,C,C,22,47,137,0.9221,1.3995,0.770867,letter,32
O+,O+,I,I,21,49,570,0.9220,0.9182,0.391603,letter,32
B,B,S-,S-,19,49,844,0.9212,1.0234,0.152408,letter,32
H,H,S,S,20,50,1193,0.9193,0.8369,0.202639,letter,32
S+,S+,B-,B-,24,49,375,0.9190,0.8502,1,letter,32
I-,I-,E,E,20,41,40,0.9189,0.7515,1,letter,32
L+,L+,G+,G+,12,30,16,0.9187,2.6359,0.361595,letter,32
Z,Z,L,L,19,48,455,0.9184,1.0542,0.193413,letter,32
S-,S-,A,A,19,49,1314,0.9184,1.0432,0.152408,letter,32
P,P,C,C,22,45,51,0.9184,0.7974,1,letter,32
E-,E-,A-,A-,20,49,1524,0.9181,1.1599,0.25287,letter,32
E-,E-,I-,I-,24,49,560,0.9176,0.8768,1,letter,32
O-,O-,K,K,21,48,139,0.9170,0.9094,0.470879,letter,32
G+,G+,B,B,17,35,16,0.9169,0.4996,1,letter,32
A+,A+,X,X,17,49,2076,0.9168,0.8424,0.0443842,letter,32
T+,T+,X+,X+,18,49,1598,0.9166,0.5838,0.0854331,letter,32
A,A,I+,I+,19,44,83,0.9164,0.5729,0.451381,letter,32
Z,Z,H,H,21,49,1295,0.9159,1.1108,0.391603,letter,32
T+,T+,T-,T-,22,49,757,0.9155,0.4999,0.568172,letter,32
S+,S+,H,H,16,50,1143,0.9145,0.7594,0.0153467,letter,32
A,A,E,E,21,48,259,0.9145,0.5019,0.470879,letter,32
T+,T+,N+,N+,17,49,1515,0.9144,0.4551,0.0443842,letter,32
G-,G-,N+,N+,22,49,626,0.9143,0.9510,0.568172,letter,32
O-,O-,Q,Q,20,49,271,0.9140,0.7407,0.25287,letter,32
X+,X+,T,T,22,49,1425,0.9134,0.7057,0.568172,letter,32
G,G,K,K,20,49,442,0.9132,1.7185,0.25287,letter,32
A-,A-,K,K,17,49,972,0.9130,0.7965,0.0443842,letter,32
L,L,F,F,22,49,180,0.9126,0.9150,0.568172,letter,32
A-,A-,S+,S+,12,49,1985,0.9125,0.7370,0.000469757,letter,32
A,A,N,N,18,49,1917,0.9123,0.8126,0.0854331,letter,32
S+,S+,N+,N+,21,50,1783,0.9113,0.6638,0.322236,letter,32
S+,S+,A+,A+,11,50,2047,0.9112,0.7228,9.02149e-05,letter,32
B-,B-,X,X,18,49,426,0.9111,1.1996,0.0854331,letter,32
T-,T-,F,F,20,49,348,0.9111,0.8412,0.25287,letter,32
T-,T-,A-,A-,18,49,1127,0.9108,0.9400,0.0854331,letter,32
B,B,L,L,18,49,459,0.9107,1.2958,0.0854331,letter,32
N+,N+,H,H,15,49,1461,0.9107,0.8894,0.00939924,letter,32
S,S,N+,N+,17,50,1477,0.9105,1.0947,0.0328391,letter,32
N+,N+,W-,W-,21,43,22,0.9104,1.4367,1,letter,32
C,C,O,O,21,49,546,0.9098,0.9758,0.391603,letter,32
X-,X-,S-,S-,22,48,404,0.9095,0.3238,0.665466,letter,32
X-,X-,O-,O-,22,48,108,0.9092,0.3229,0.665466,letter,32
M,M,E,E,20,48,304,0.9092,0.7788,0.312327,letter,32
G+,G+,Q,Q,21,42,30,0.9089,0.2447,1,letter,32
T-,T-,S,S,21,49,816,0.9088,0.8138,0.391603,letter,32
