source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
S-,S-,Y,Y,16,40,319,0.4098,0.3678,0.268187,letter,32
T,T,I-,I-,10,49,192,0.4090,0.4492,3.84591e-05,letter,32
O+,O+,L,L,12,49,165,0.4064,0.6213,0.000469757,letter,32
E,E,T-,T-,16,44,41,0.4051,0.2908,0.0961418,letter,32
B-,B-,I-,I-,10,48,131,0.4034,0.3950,6.16964e-05,letter,32
A-,A-,L+,L+,8,47,119,0.3980,0.2453,5.53962e-06,letter,32
E,E,I-,I-,13,40,43,0.3979,0.4900,0.0384773,letter,32
X+,X+,G+,G+,18,42,51,0.3932,0.5178,0.440799,letter,32
T-,T-,W,W,14,47,159,0.3907,0.4644,0.00794273,letter,32
L,L,W-,W-,13,41,15,0.3884,0.8031,0.0275332,letter,32
G-,G-,F,F,4,47,267,0.3879,0.3503,2.78119e-09,letter,32
E,E,B-,B-,12,47,53,0.3864,0.6015,0.00108854,letter,32
B-,B-,G-,G-,14,49,151,0.3850,0.3308,0.00380165,letter,32
B-,B-,L-,L-,4,48,144,0.3841,0.1760,1.51383e-09,letter,32
X-,X-,E+,E+,6,49,486,0.3836,0.1623,5.72777e-08,letter,32
S+,S+,L+,L+,15,47,122,0.3787,0.2015,0.0186238,letter,32
Q,Q,W-,W-,14,41,18,0.3767,0.2711,0.0595839,letter,32
T+,T+,G+,G+,16,40,32,0.3760,0.5075,0.268187,letter,32
F,F,W-,W-,13,43,19,0.3757,0.4240,0.0137182,letter,32
P,P,Y,Y,17,43,79,0.3757,0.2751,0.222053,letter,32
N-,N-,P,P,14,47,131,0.3714,0.3540,0.00794273,letter,32
I-,I-,W,W,11,48,154,0.3682,0.5094,0.000222245,letter,32
O-,O-,E-,E-,14,48,225,0.3672,0.3205,0.0055152,letter,32
W-,W-,S,S,10,33,11,0.3658,0.1739,0.035082,letter,32
Q,Q,F+,F+,10,31,32,0.3634,0.0000,0.0707555,letter,32
A,A,W-,W-,13,42,31,0.3628,0.4270,0.0195205,letter,32
F,F,F+,F+,7,30,20,0.3619,0.0000,0.00522288,letter,32
B+,B+,S,S,13,42,41,0.3614,0.6035,0.0195205,letter,32
X-,X-,X-,X-,4,48,460,0.3611,0.2287,1.51383e-09,letter,32
E,E,S,S,5,48,145,0.3597,0.3266,1.36805e-08,letter,32
X-,X-,B+,B+,14,40,16,0.3559,0.0418,0.0806905,letter,32
B+,B+,K,K,13,38,31,0.3506,0.2906,0.0729514,letter,32
E,E,S-,S-,9,47,94,0.3496,0.4749,2.4904e-05,letter,32
L,L,Y,Y,17,43,59,0.3488,0.5877,0.222053,letter,32
T-,T-,Y,Y,11,47,326,0.3487,0.2799,0.000346001,letter,32
W,W,O-,O-,7,47,59,0.3483,0.2930,1.07091e-06,letter,32
A+,A+,F-,F-,14,33,20,0.3474,0.0000,0.48685,letter,32
Y,Y,N,N,10,49,82,0.3452,0.2777,3.84591e-05,letter,32
S-,S-,F+,F+,4,30,11,0.3408,0.0000,5.94761e-05,letter,32
X-,X-,Y,Y,18,44,259,0.3375,0.0650,0.291215,letter,32
F+,F+,I,I,17,42,29,0.3308,0.6199,0.279956,letter,32
C,C,G-,G-,13,45,121,0.3298,0.3298,0.00660882,letter,32
O,O,W-,W-,11,45,32,0.3289,0.3519,0.000824082,letter,32
N+,N+,F+,F+,9,30,22,0.3269,0.0000,0.0427739,letter,32
L,L,O-,O-,6,47,75,0.3238,0.4102,1.7717e-07,letter,32
M,M,B+,B+,11,45,58,0.3232,0.1500,0.000824082,letter,32
G+,G+,N+,N+,7,41,21,0.3214,0.0200,2.53208e-05,letter,32
T-,T-,O-,O-,8,47,102,0.3189,0.2779,5.53962e-06,letter,32
L+,L+,L,L,11,43,43,0.3181,0.5925,0.00191396,letter,32
O,O,Q-,Q-,10,27,15,0.3162,0.0000,0.247789,letter,32
I-,I-,G,G,7,49,277,0.3142,0.4132,3.62458e-07,letter,32
I+,I+,X,X,11,37,36,0.3133,0.3750,0.0200739,letter,32
I-,I-,O-,O-,14,45,91,0.3101,0.3983,0.0160944,letter,32
S-,S-,L+,L+,14,47,75,0.3095,0.2421,0.00794273,letter,32
A-,A-,F+,F+,9,30,26,0.3070,0.0000,0.0427739,letter,32
L,L,P,P,19,47,58,0.3048,0.4831,0.24296,letter,32
T,T,L-,L-,10,49,130,0.3010,0.1548,3.84591e-05,letter,32
Q-,Q-,Q,Q,11,27,11,0.2987,0.0000,0.442068,letter,32
L+,L+,L-,L-,13,45,58,0.2957,0.1915,0.00660882,letter,32
B+,B+,I,I,16,41,34,0.2946,0.3581,0.211024,letter,32
I,I,F-,F-,11,27,19,0.2940,0.0000,0.442068,letter,32
I,I,F+,F+,9,30,14,0.2932,0.0000,0.0427739,letter,32
L,L,T-,T-,6,48,110,0.2897,0.2994,1.00875e-07,letter,32
O-,O-,E,E,11,42,19,0.2885,0.1767,0.00288725,letter,32
G-,G-,P,P,10,47,86,0.2821,0.3343,9.84888e-05,letter,32
Q-,Q-,O,O,7,26,11,0.2771,0.0000,0.0289593,letter,32
I+,I+,N+,N+,10,39,22,0.2767,0.0639,0.00337785,letter,32
T,T,P,P,7,47,147,0.2764,0.3108,1.07091e-06,letter,32
B+,B+,G,G,13,34,15,0.2750,0.1228,0.229481,letter,32
A,A,B+,B+,12,45,58,0.2736,0.1812,0.0024589,letter,32
B-,B-,F-,F-,10,26,10,0.2722,0.0000,0.32694,letter,32
O+,O+,Y,Y,13,44,189,0.2709,0.2449,0.00955988,letter,32
F-,F-,O,O,10,37,26,0.2699,0.1496,0.00763208,letter,32
F,F,Y,Y,13,45,352,0.2690,0.2608,0.00660882,letter,32
G+,G+,N,N,15,39,12,0.2678,0.0000,0.199591,letter,32
Q,Q,Q-,Q-,8,32,14,0.2676,0.0000,0.00700037,letter,32
F+,F+,O+,O+,12,36,37,0.2657,0.2301,0.0652453,letter,32
A,A,G+,G+,8,46,70,0.2648,0.2275,9.2477e-06,letter,32
I-,I-,F,F,4,49,355,0.2648,0.3797,8.22546e-10,letter,32
T-,T-,B-,B-,2,49,178,0.2610,0.3851,4.35563e-12,letter,32
A-,A-,W-,W-,12,42,24,0.2609,0.2924,0.0079159,letter,32
H,H,L+,L+,10,46,58,0.2601,0.1858,0.000156417,letter,32
Z,Z,F-,F-,13,33,20,0.2582,0.0000,0.296206,letter,32
O-,O-,L-,L-,14,46,81,0.2571,0.0832,0.0113516,letter,32
P,P,I-,I-,11,49,67,0.2538,0.2102,0.000141971,letter,32
W,W,B-,B-,8,48,111,0.2524,0.3184,3.30527e-06,letter,32
Y,Y,K,K,10,45,50,0.2513,0.2177,0.000247088,letter,32
B,B,G+,G+,11,34,36,0.2482,0.2711,0.0576127,letter,32
W,W,W-,W-,16,44,12,0.2481,0.2371,0.0961418,letter,32
B+,B+,F,F,13,34,26,0.2434,0.0252,0.229481,letter,32
B+,B+,A-,A-,7,45,36,0.2407,0.4121,3.12131e-06,letter,32
E-,E-,W-,W-,17,40,18,0.2403,0.4401,0.429591,letter,32
F-,F-,Z,Z,8,37,36,0.2397,0.0889,0.000752897,letter,32
Q-,Q-,B-,B-,7,28,11,0.2396,0.0000,0.012541,letter,32
S,S,F+,F+,9,29,15,0.2360,0.0000,0.0614283,letter,32
X,X,I+,I+,13,41,53,0.2323,0.1887,0.0275332,letter,32
H,H,Y,Y,11,47,553,0.2312,0.1734,0.000346001,letter,32
E,E,C,C,15,43,33,0.2275,0.2204,0.065994,letter,32
F-,F-,S+,S+,9,34,28,0.2272,0.0321,0.00904119,letter,32
X,X,G+,G+,10,44,43,0.2264,0.1843,0.000388131,letter,32
C,C,Y,Y,15,44,157,0.2247,0.1819,0.0487668,letter,32
T+,T+,L+,L+,16,47,47,0.2238,0.0968,0.0399861,letter,32
O+,O+,E,E,10,46,57,0.2181,0.1971,0.000156417,letter,32
L,L,I-,I-,11,48,93,0.2149,0.2231,0.000222245,letter,32
G-,G-,Y,Y,12,41,134,0.2131,0.2551,0.0115078,letter,32
P,P,L-,L-,11,46,49,0.2127,0.0828,0.000535585,letter,32
A,A,F-,F-,11,33,28,0.2125,0.0253,0.0801433,letter,32
Q,Q,B+,B+,10,40,42,0.2116,0.0462,0.00222143,letter,32
S+,S+,I+,I+,8,46,38,0.2045,0.1249,9.2477e-06,letter,32
W,W,L-,L-,9,46,94,0.2044,0.0675,4.05604e-05,letter,32
S+,S+,B+,B+,14,38,36,0.2038,0.0556,0.143307,letter,32
C,C,L-,L-,11,48,72,0.2004,0.0657,0.000222245,letter,32
L+,L+,N-,N-,15,35,26,0.2002,0.3565,0.49956,letter,32
E,E,G-,G-,10,45,54,0.1968,0.2043,0.000247088,letter,32
W-,W-,Z,Z,7,37,22,0.1950,0.0929,0.000191076,letter,32
Z,Z,F+,F+,10,28,22,0.1921,0.0000,0.184933,letter,32
I+,I+,S,S,12,37,24,0.1882,0.0390,0.047031,letter,32
T-,T-,E,E,15,44,48,0.1872,0.1724,0.0487668,letter,32
Q,Q,F-,F-,8,29,20,0.1849,0.0000,0.0241195,letter,32
I+,I+,O,O,11,39,31,0.1829,0.1196,0.0094753,letter,32
W-,W-,A-,A-,10,36,13,0.1826,0.0537,0.011331,letter,32
P,P,L+,L+,15,43,26,0.1820,0.0518,0.065994,letter,32
T+,T+,T+,T+,1,49,1051,0.1811,0.1199,1.77636e-13,letter,32
I-,I-,I+,I+,9,32,17,0.1781,0.1373,0.0200616,letter,32
S+,S+,F-,F-,12,33,16,0.1775,0.0323,0.162756,letter,32
E+,E+,L+,L+,12,44,64,0.1769,0.0449,0.00365777,letter,32
O+,O+,F+,F+,12,29,19,0.1692,0.0000,0.458258,letter,32
X+,X+,B+,B+,10,39,39,0.1672,0.0360,0.00337785,letter,32
X-,X-,E,E,9,48,80,0.1661,0.0539,1.52218e-05,letter,32
T,T,L+,L+,15,45,73,0.1644,0.1243,0.0356978,letter,32
W-,W-,A+,A+,8,38,16,0.1620,0.0226,0.000471987,letter,32
T+,T+,I+,I+,15,36,35,0.1614,0.1285,0.405032,letter,32
F+,F+,F,F,10,42,31,0.1593,0.1777,0.000940674,letter,32
X-,X-,C,C,4,48,88,0.1592,0.0613,1.51383e-09,letter,32
C,C,B-,B-,6,47,76,0.1546,0.1997,1.7717e-07,letter,32
B+,B+,S+,S+,6,39,45,0.1396,0.2297,1.42993e-05,letter,32
I+,I+,I,I,9,40,19,0.1259,0.0133,0.000679548,letter,32
S-,S-,G+,G+,8,41,26,0.1256,0.1420,0.000112221,letter,32
C,C,L,L,7,47,98,0.1250,0.1553,1.07091e-06,letter,32
F-,F-,S,S,9,35,34,0.1221,0.0000,0.00598812,letter,32
T,T,G+,G+,9,37,21,0.1210,0.1575,0.00256321,letter,32
O+,O+,W-,W-,10,43,12,0.1194,0.1589,0.000606107,letter,32
Y,Y,W,W,14,42,19,0.1152,0.0885,0.0435585,letter,32
C,C,O-,O-,14,43,40,0.1137,0.0840,0.0315395,letter,32
E-,E-,B+,B+,12,38,28,0.1126,0.0268,0.0335524,letter,32
Y,Y,S-,S-,7,40,26,0.1124,0.1356,4.2277e-05,letter,32
W-,W-,H,H,14,36,14,0.1021,0.0247,0.242985,letter,32
F-,F-,E+,E+,7,25,20,0.0987,0.0676,0.0432853,letter,32
F-,F-,B,B,8,36,18,0.0958,0.0000,0.00119324,letter,32
E,E,T,T,11,45,86,0.0921,0.1838,0.000824082,letter,32
P,P,O-,O-,13,44,25,0.0887,0.1132,0.00955988,letter,32
X,X,B+,B+,13,38,38,0.0842,0.0000,0.0729514,letter,32
F-,F-,I,I,10,29,28,0.0799,0.0000,0.136046,letter,32
F+,F+,S-,S-,11,42,27,0.0779,0.2364,0.00288725,letter,32
T,T,O-,O-,5,48,71,0.0743,0.1327,1.36805e-08,letter,32
W-,W-,Q,Q,11,36,14,0.0681,0.0000,0.0288167,letter,32
E,E,P,P,14,40,28,0.0677,0.1293,0.0806905,letter,32
W-,W-,N-,N-,13,35,11,0.0532,0.0000,0.175465,letter,32
X,X,F+,F+,8,30,22,0.0471,0.0000,0.0161248,letter,32
E,E,L,L,10,40,29,0.0448,0.0675,0.00222143,letter,32
N+,N+,B+,B+,14,40,26,0.0433,0.0000,0.0806905,letter,32
X+,X+,I+,I+,11,44,40,0.0419,0.0221,0.00126003,letter,32
G-,G-,L+,L+,13,44,31,0.0367,0.0168,0.00955988,letter,32
O,O,B+,B+,12,41,24,0.0359,0.0000,0.0115078,letter,32
N-,N-,G+,G+,10,30,14,0.0296,0.0000,0.0987371,letter,32
G+,G+,K,K,10,40,16,0.0242,0.0000,0.00222143,letter,32
B-,B-,Q-,Q-,8,33,14,0.0156,0.0000,0.00455138,letter,32
L+,L+,W,W,11,44,17,0.0155,0.0332,0.00126003,letter,32
G+,G+,S,S,5,41,19,0.0145,0.0000,7.84157e-07,letter,32
W,W,Y,Y,8,42,170,0.0137,0.0242,6.87711e-05,letter,32
F,F,G+,G+,8,26,15,0.0086,0.0309,0.0755187,letter,32
W-,W-,X,X,7,35,15,0.0064,0.0000,0.00050826,letter,32
N-,N-,I+,I+,9,39,25,0.0000,0.0000,0.00106502,letter,32
F-,F-,E-,E-,10,33,28,0.0000,0.0000,0.035082,letter,32
E,E,L-,L-,13,39,24,0.0000,0.0000,0.0532519,letter,32
B+,B+,H,H,3,37,12,0.0000,0.0000,1.23313e-07,letter,32
F-,F-,K,K,7,27,28,0.0000,0.0000,0.0191573,letter,32
Q-,Q-,X+,X+,10,25,13,0.0000,0.0000,0.424356,letter,32
I+,I+,T+,T+,7,33,13,0.0000,0.0000,0.00131873,letter,32
G-,G-,G+,G+,4,33,14,0.0000,0.0000,1.09286e-05,letter,32
X-,X-,F-,F-,8,26,13,0.0000,0.0000,0.0755187,letter,32
N+,N+,F-,F-,6,32,19,0.0000,0.0000,0.000535053,letter,32
E+,E+,G+,G+,6,34,18,0.0000,0.0000,0.000195126,letter,32
G+,G+,E-,E-,9,33,19,0.0000,0.0000,0.013531,letter,32
E-,E-,F+,F+,8,29,12,0.0000,0.0000,0.0241195,letter,32
X-,X-,I+,I+,10,34,12,0.0000,0.0000,0.0243065,letter,32
X-,X-,W-,W-,12,38,10,0.0000,0.0000,0.0335524,letter,32
G+,G+,H,H,4,41,13,0.0000,0.0000,1.02584e-07,letter,32
Y,Y,P,P,7,43,19,0.0000,0.0000,8.96304e-06,letter,32
W-,W-,K,K,6,33,11,0.0000,0.0000,0.000324063,letter,32
T,T,I+,I+,6,26,13,0.0000,0.0000,0.00935531,letter,32
X-,X-,G+,G+,12,36,21,0.0000,0.0000,0.0652453,letter,32
F+,F+,I-,I-,7,25,10,0.0000,0.0000,0.0432853,letter,32
I,I,W-,W-,6,31,10,0.0000,0.0000,0.00087791,letter,32
N-,N-,L+,L+,4,34,14,0.0000,0.0000,6.16489e-06,letter,32
S+,S+,F+,F+,6,28,17,0.0000,0.0000,0.00371917,letter,32
F+,F+,G,G,6,25,10,0.0000,0.0000,0.0146333,letter,32
O-,O-,Y,Y,11,26,25,0.0000,0.0000,0.557197,letter,32
S-,S-,F-,F-,9,27,12,0.0000,0.0000,0.122078,letter,32
N+,N+,Q-,Q-,9,28,12,0.0000,0.0000,0.0871586,letter,32
F+,F+,N,N,6,30,13,0.0000,0.0000,0.00143091,letter,32
F-,F-,A-,A-,7,31,37,0.0000,0.0000,0.00332689,letter,32
E+,E+,B+,B+,9,37,23,0.0000,0.0000,0.00256321,letter,32
P,P,E,E,12,40,10,0.0000,0.0000,0.016589,letter,32
S-,S-,I+,I+,12,27,15,0.0000,0.0000,0.701108,letter,32
S-,S-,W-,W-,7,34,15,0.0000,0.0000,0.000821395,letter,32
W-,W-,S+,S+,6,29,10,0.0000,0.0000,0.0023157,letter,32
B-,B-,Y,Y,10,33,58,0.0000,0.0000,0.035082,letter,32
W-,W-,F,F,9,38,11,0.0000,0.0000,0.00165805,letter,32
F-,F-,T,T,10,28,20,0.0000,0.0000,0.184933,letter,32
B+,B+,T+,T+,7,35,14,0.0000,0.0000,0.00050826,letter,32
L+,L+,O-,O-,7,32,15,0.0000,0.0000,0.0021024,letter,32
F-,F-,H,H,10,29,25,0.0000,0.0000,0.136046,letter,32
G+,G+,G-,G-,12,32,10,0.0000,0.0000,0.215327,letter,32
W-,W-,W,W,4,36,13,0.0000,0.0000,1.94157e-06,letter,32
T+,T+,B+,B+,8,33,12,0.0000,0.0000,0.00455138,letter,32
Y,Y,I-,I-,11,37,11,0.0000,0.0000,0.0200739,letter,32
W-,W-,N+,N+,6,36,12,0.0000,0.0000,6.96017e-05,letter,32
G+,G+,X-,X-,8,33,16,0.0000,0.0000,0.00455138,letter,32
S-,S-,B+,B+,7,41,25,0.0000,0.0000,2.53208e-05,letter,32
I+,I+,B,B,5,34,10,0.0000,0.0000,3.85582e-05,letter,32
Y,Y,O+,O+,14,43,36,0.0000,0.0000,0.0315395,letter,32
W-,W-,E-,E-,10,35,14,0.0000,0.0000,0.0166738,letter,32
G+,G+,T+,T+,11,36,11,0.0000,0.0000,0.0288167,letter,32
Y,Y,B-,B-,11,33,11,0.0000,0.0000,0.0801433,letter,32
G+,G+,T,T,10,35,12,0.0000,0.0000,0.0166738,letter,32
K,K,F-,F-,9,25,11,0.0000,0.0000,0.229523,letter,32
W,W,L+,L+,16,43,12,0.0000,0.0000,0.126289,letter,32
Y,Y,G-,G-,10,41,18,0.0000,0.0000,0.00145049,letter,32
T-,T-,I+,I+,9,32,21,0.0000,0.0000,0.0200616,letter,32
H,H,F-,F-,9,27,12,0.0000,0.0000,0.122078,letter,32
C,C,F+,F+,5,25,10,0.0000,0.0000,0.00407732,letter,32
K,K,I+,I+,7,31,16,0.0000,0.0000,0.00332689,letter,32
F-,F-,S-,S-,5,29,24,0.0000,0.0000,0.000546113,letter,32
N,N,I+,I+,9,41,24,0.0000,0.0000,0.000430857,letter,32
I+,I+,K,K,8,31,11,0.0000,0.0000,0.0106738,letter,32
F,F,B+,B+,6,33,23,0.0000,0.0000,0.000324063,letter,32
Y,Y,L,L,7,44,25,0.0000,0.0000,5.29958e-06,letter,32
W-,W-,G,G,9,29,10,0.0000,0.0000,0.0614283,letter,32
O+,O+,I+,I+,4,26,10,0.0000,0.0000,0.000533521,letter,32
W-,W-,O+,O+,10,37,10,0.0000,0.0000,0.00763208,letter,32
H,H,F+,F+,6,26,12,0.0000,0.0000,0.00935531,letter,32
I-,I-,L+,L+,14,43,26,0.0000,0.0000,0.0315395,letter,32
C,C,L+,L+,13,32,15,0.0000,0.0000,0.377086,letter,32
G+,G+,S-,S-,4,39,16,0.0000,0.0000,3.35316e-07,letter,32
T-,T-,B+,B+,8,37,21,0.0000,0.0000,0.000752897,letter,32
K,K,B+,B+,15,38,26,0.0000,0.0000,0.255875,letter,32
N,N,B+,B+,6,27,11,0.0000,0.0000,0.00592461,letter,32
H,H,B+,B+,11,37,20,0.0000,0.0000,0.0200739,letter,32
F+,F+,T+,T+,10,33,11,0.0000,0.0000,0.035082,letter,32
W-,W-,L,L,5,35,14,0.0000,0.0000,2.23615e-05,letter,32
O+,O+,B+,B+,4,31,10,0.0000,0.0000,3.39532e-05,letter,32
O-,O-,L+,L+,10,31,12,0.0000,0.0000,0.0707555,letter,32
E,E,G,G,11,41,29,0.0000,0.0000,0.004324,letter,32
I+,I+,T,T,7,25,10,0.0000,0.0000,0.0432853,letter,32
I+,I+,E-,E-,6,31,11,0.0000,0.0000,0.00087791,letter,32
T,T,F-,F-,10,26,10,0.0000,0.0000,0.32694,letter,32
Y,Y,N-,N-,9,39,26,0.0000,0.0000,0.00106502,letter,32
O+,O+,L+,L+,12,40,39,0.0000,0.0000,0.016589,letter,32
I+,I+,H,H,6,36,13,0.0000,0.0000,6.96017e-05,letter,32
L+,L+,I-,I-,9,44,35,0.0000,0.0000,0.000106045,letter,32
F+,F+,T-,T-,6,30,14,0.0000,0.0000,0.00143091,letter,32
X-,X-,F+,F+,12,27,10,0.0000,0.0000,0.701108,letter,32
G,G,B+,B+,7,34,11,0.0000,0.0000,0.000821395,letter,32
