source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
L1-,Life and living things [-],X3.2,Sensory:- Sound,15,49,310,0.7856,1.2048,0.00939924,fine,32
L1-,Life and living things [-],O2,Objects generally,12,48,238,0.7766,1.1684,0.00071727,fine,32
L1-,Life and living things [-],L3,Plants,13,30,40,0.7766,1.6029,0.584665,fine,32
L1-,Life and living things [-],N4,Linear order,19,48,311,0.7758,1.1667,0.193413,fine,32
L1-,Life and living things [-],T3+,"Time: Old, new and young; age [+]",14,29,13,0.7716,1.7027,1,fine,32
E3-,Calm/Violent/Angry [-],O4.1,General appearance and physical properties,19,48,324,0.7682,0.7055,0.193413,fine,32
L1-,Life and living things [-],T4--,Time: Early/late [--],20,45,67,0.7587,1.1869,0.551484,fine,32
L1-,Life and living things [-],B2-,Health and disease [-],10,48,161,0.7572,1.2829,6.16964e-05,fine,32
E3-,Calm/Violent/Angry [-],X3.2+++,Sensory:- Sound [+++],18,42,48,0.7559,0.6200,0.440799,fine,32
E3-,Calm/Violent/Angry [-],S7.1+,"Power, organizing [+]",16,49,418,0.7507,0.7894,0.0212941,fine,32
L1-,Life and living things [-],S3.1,Relationship: General,17,46,88,0.7445,2.0070,0.103805,fine,32
L1-,Life and living things [-],A8,Seem,18,46,212,0.7420,1.1992,0.183925,fine,32
L1-,Life and living things [-],Z4,Discourse Bin,16,48,255,0.7398,1.6647,0.0293049,fine,32
E3-,Calm/Violent/Angry [-],O1.2,Substances and materials generally: Liquid,20,46,130,0.7361,0.5230,0.461391,fine,32
E3-,Calm/Violent/Angry [-],H1,Architecture and kinds of houses and buildings,21,45,105,0.7225,0.4218,0.765992,fine,32
L1-,Life and living things [-],T1.1.2,Time: General: Present; simultaneous,15,48,132,0.7221,1.7242,0.0132833,fine,32
E3-,Calm/Violent/Angry [-],N3.3,Measurement: Distance,16,41,33,0.7218,0.9252,0.211024,fine,32
L1-,Life and living things [-],A13.3,Degree: Boosters,20,45,196,0.7213,0.9839,0.551484,fine,32
E3-,Calm/Violent/Angry [-],Z8f,Pronouns etc. [f],19,49,409,0.7205,0.9717,0.152408,fine,32
L1-,Life and living things [-],G1.2,Politics,20,46,22,0.7191,0.6515,0.461391,fine,32
L1-,Life and living things [-],S1.2,Personality traits,16,46,95,0.7146,1.2060,0.054076,fine,32
E3-,Calm/Violent/Angry [-],A11.1-,Importance: Important [-],16,37,57,0.7117,0.9050,0.511376,fine,32
L1-,Life and living things [-],F4,Farming & Horticulture,14,43,45,0.7056,1.2952,0.0315395,fine,32
E3-,Calm/Violent/Angry [-],E3-,Calm/Violent/Angry [-],14,49,466,0.7053,0.6806,0.00380165,fine,32
E3-,Calm/Violent/Angry [-],A1.1.2,Damaging and destroying,8,49,498,0.7049,0.7045,1.96465e-06,fine,32
L1-,Life and living things [-],H4,Residence,19,47,80,0.7017,0.9488,0.24296,fine,32
E3-,Calm/Violent/Angry [-],B1,Anatomy and physiology,12,49,638,0.6943,0.9835,0.000469757,fine,32
L1-,Life and living things [-],X3.3,Sensory:- Touch,14,45,51,0.6942,1.5579,0.0160944,fine,32
L1-,Life and living things [-],S1.1.1,"SOCIAL ACTIONS, STATES AND PROCESSES",14,46,120,0.6936,2.3290,0.0113516,fine,32
E3-,Calm/Violent/Angry [-],A1.8-,Inclusion/Exclusion [-],15,31,15,0.6922,0.9371,1,fine,32
L1-,Life and living things [-],Z3c,Other proper names [c],16,45,138,0.6920,1.3834,0.0724543,fine,32
L1-,Life and living things [-],Z8,Pronouns etc.,14,48,342,0.6895,1.2594,0.0055152,fine,32
E3-,Calm/Violent/Angry [-],L2,Living creatures generally,16,45,71,0.6844,0.6283,0.0724543,fine,32
L1-,Life and living things [-],N5+,Quantities [+],12,46,125,0.6842,0.9072,0.00164149,fine,32
E3-,Calm/Violent/Angry [-],A5.2-,Evaluation:- True/false [-],20,44,67,0.6805,0.5763,0.651588,fine,32
E3-,Calm/Violent/Angry [-],K5.1,Sports,13,49,232,0.6752,0.7450,0.00140269,fine,32
E3-,Calm/Violent/Angry [-],G2.1-,"Crime, law and order: Law and order [-]",11,49,194,0.6727,0.5771,0.000141971,fine,32
E3-,Calm/Violent/Angry [-],X8+,Trying [+],15,49,409,0.6725,0.6348,0.00939924,fine,32
E3-,Calm/Violent/Angry [-],A12-,Easy/difficult [-],18,45,51,0.6687,0.4686,0.232693,fine,32
L1-,Life and living things [-],X9.2-,Ability:- Success and failure [-],17,49,123,0.6674,1.1178,0.0443842,fine,32
L1-,Life and living things [-],A5.3-,Evaluation:- Accuracy [-],18,47,52,0.6624,1.9150,0.143865,fine,32
L1-,Life and living things [-],Z8mf,Pronouns etc. [mf],16,47,240,0.6568,0.8914,0.0399861,fine,32
E3-,Calm/Violent/Angry [-],S1.2.4-,Politeness [-],19,47,163,0.6565,0.6519,0.24296,fine,32
E3-,Calm/Violent/Angry [-],A13.7,Degree: Minimizers,11,28,28,0.6538,0.0991,0.344928,fine,32
L1-,Life and living things [-],L1+,Life and living things [+],13,47,89,0.6535,0.6948,0.00308768,fine,32
L1-,Life and living things [-],X2.2-,Knowledge [-],15,45,68,0.6481,1.0543,0.0356978,fine,32
L1-,Life and living things [-],M3,Vehicles and transport on land,15,48,158,0.6477,0.7693,0.0132833,fine,32
E3-,Calm/Violent/Angry [-],B2-,Health and disease [-],9,49,219,0.6469,0.7343,9.26355e-06,fine,32
L1-,Life and living things [-],N5.1-,Entirety; maximum [-],11,27,11,0.6430,1.0348,0.442068,fine,32
E3-,Calm/Violent/Angry [-],A13.6,Degree: Diminishers,17,48,188,0.6429,0.8811,0.0594634,fine,32
L1-,Life and living things [-],A5.1+,Evaluation:- Good/bad [+],18,45,130,0.6325,1.0052,0.232693,fine,32
L1-,Life and living things [-],Z8mfn,Pronouns etc. [mfn],17,48,206,0.6308,1.2740,0.0594634,fine,32
L1-,Life and living things [-],Z8m,Pronouns etc. [m],12,49,276,0.6280,0.8591,0.000469757,fine,32
L1-,Life and living things [-],Y2,Information technology and computing,16,48,246,0.6264,1.1585,0.0293049,fine,32
L1-,Life and living things [-],X9.2+,Ability:- Success and failure [+],17,48,90,0.6209,0.9882,0.0594634,fine,32
L1-,Life and living things [-],H2,Parts of buildings,8,29,14,0.6169,0.6829,0.0241195,fine,32
L1-,Life and living things [-],A1.4,"Chance, luck",9,43,78,0.6167,1.6831,0.000170155,fine,32
L1-,Life and living things [-],S2mf,People [mf],18,48,110,0.6159,1.2599,0.111403,fine,32
E3-,Calm/Violent/Angry [-],S1.2.6+,Sensible [+],12,28,22,0.6146,0.4051,0.571588,fine,32
L1-,Life and living things [-],A5.2-,Evaluation:- True/false [-],14,46,65,0.6143,1.2592,0.0113516,fine,32
E3-,Calm/Violent/Angry [-],I3.1,Work and employment: Generally,19,49,134,0.6096,0.5418,0.152408,fine,32
E3-,Calm/Violent/Angry [-],N5---,Quantities [---],12,28,11,0.6069,0.5952,0.571588,fine,32
E3-,Calm/Violent/Angry [-],G3,"Warfare, defence and the army; weapons",15,49,232,0.6064,0.2456,0.00939924,fine,32
E3-,Calm/Violent/Angry [-],X2.6+,Expect [+],14,36,20,0.6064,0.3653,0.242985,fine,32
E3-,Calm/Violent/Angry [-],G2.2-,General ethics [-],14,49,147,0.6038,0.4663,0.00380165,fine,32
L1-,Life and living things [-],I1.1,Money: Affluence,16,46,91,0.6000,0.8697,0.054076,fine,32
L1-,Life and living things [-],S7.1-,"Power, organizing [-]",15,48,41,0.5988,0.8938,0.0132833,fine,32
E3-,Calm/Violent/Angry [-],E2+,Liking [+],18,48,117,0.5946,0.4338,0.111403,fine,32
L1-,Life and living things [-],O1.1,Substances and materials generally: Solid,16,45,84,0.5859,1.1353,0.0724543,fine,32
L1-,Life and living things [-],E5-,Fear/bravery/shock [-],18,46,60,0.5843,1.4109,0.183925,fine,32
L1-,Life and living things [-],E6+,"Worry, concern, confident [+]",20,45,44,0.5836,1.4364,0.551484,fine,32
E3-,Calm/Violent/Angry [-],X3.2,Sensory:- Sound,8,49,474,0.5802,0.5721,1.96465e-06,fine,32
L1-,Life and living things [-],A7+,Definite (+ modals) [+],17,47,167,0.5800,1.0297,0.0789407,fine,32
L1-,Life and living things [-],L1-,Life and living things [-],12,49,190,0.5773,0.4273,0.000469757,fine,32
E3-,Calm/Violent/Angry [-],N5,Quantities,14,47,186,0.5730,0.7260,0.00794273,fine,32
L1-,Life and living things [-],Z8f,Pronouns etc. [f],12,49,200,0.5691,1.2906,0.000469757,fine,32
E3-,Calm/Violent/Angry [-],X9.1+,"Ability:- Ability, intelligence [+]",13,47,81,0.5689,0.4815,0.00308768,fine,32
E3-,Calm/Violent/Angry [-],A5.3,Evaluation:- Accuracy,16,40,49,0.5686,0.7770,0.268187,fine,32
E3-,Calm/Violent/Angry [-],S1.2.1+,Approachability and Friendliness [+],7,25,34,0.5654,0.2094,0.0432853,fine,32
E3-,Calm/Violent/Angry [-],A13.4,Degree: Approximators,13,47,136,0.5623,0.4520,0.00308768,fine,32
E3-,Calm/Violent/Angry [-],L1-,Life and living things [-],7,49,268,0.5584,0.2507,3.62458e-07,fine,32
L1-,Life and living things [-],O4.5,Texture,18,40,25,0.5577,0.7181,0.635828,fine,32
E3-,Calm/Violent/Angry [-],K4,"Drama, the theatre and showbusiness",16,40,44,0.5539,0.5565,0.268187,fine,32
E3-,Calm/Violent/Angry [-],T1.3,Time: Period,22,49,291,0.5537,0.9720,0.568172,fine,32
L1-,Life and living things [-],A13.1,Degree: Non-specific,14,43,84,0.5495,0.4989,0.0315395,fine,32
L1-,Life and living things [-],S4,Kin,13,47,88,0.5355,0.2789,0.00308768,fine,32
L1-,Life and living things [-],A15-,Safety/Danger [-],19,44,50,0.5346,0.7100,0.451381,fine,32
L1-,Life and living things [-],N5,Quantities,14,48,104,0.5317,0.7946,0.0055152,fine,32
E3-,Calm/Violent/Angry [-],H5,Furniture and household fittings,15,45,74,0.5287,0.6916,0.0356978,fine,32
E3-,Calm/Violent/Angry [-],S7.4-,Permission [-],13,33,16,0.5284,0.2442,0.296206,fine,32
L1-,Life and living things [-],S3.2,Relationship: Intimate/sexual,9,49,205,0.5233,0.7631,9.26355e-06,fine,32
L1-,Life and living things [-],S6+,Obligation and necessity [+],18,48,87,0.5149,1.1539,0.111403,fine,32
L1-,Life and living things [-],K4,"Drama, the theatre and showbusiness",12,40,39,0.5125,1.0770,0.016589,fine,32
L1-,Life and living things [-],O4.1,General appearance and physical properties,8,47,164,0.5095,0.7191,5.53962e-06,fine,32
E3-,Calm/Violent/Angry [-],G1.2,Politics,15,37,21,0.5054,0.3973,0.324009,fine,32
L1-,Life and living things [-],B5-,Clothes and personal belongings [-],13,43,45,0.5039,0.8158,0.0137182,fine,32
E3-,Calm/Violent/Angry [-],X3.2+,Sensory:- Sound [+],13,46,81,0.4993,0.4516,0.00453386,fine,32
L1-,Life and living things [-],Z1m,Personal names [m],16,38,46,0.4911,0.9709,0.417692,fine,32
E3-,Calm/Violent/Angry [-],X2.2-,Knowledge [-],18,42,36,0.4894,0.5473,0.440799,fine,32
L1-,Life and living things [-],O4.3,Colour and colour patterns,12,38,43,0.4769,0.7997,0.0335524,fine,32
L1-,Life and living things [-],T1.3,Time: Period,9,48,180,0.4766,0.9088,1.52218e-05,fine,32
L1-,Life and living things [-],B1,Anatomy and physiology,7,49,387,0.4720,0.9525,3.62458e-07,fine,32
E3-,Calm/Violent/Angry [-],S3.1,Relationship: General,12,47,77,0.4652,0.6587,0.00108854,fine,32
L1-,Life and living things [-],N3.8-,Measurement: Speed [-],10,46,82,0.4632,0.6748,0.000156417,fine,32
L1-,Life and living things [-],A13.5,Degree: Compromisers,12,32,19,0.4599,0.5161,0.215327,fine,32
E3-,Calm/Violent/Angry [-],S2mf,People [mf],13,47,171,0.4476,0.4206,0.00308768,fine,32
L1-,Life and living things [-],T1.1.3,Time: General: Future,17,44,47,0.4460,0.5155,0.174171,fine,32
E3-,Calm/Violent/Angry [-],N5++,Quantities [++],13,49,121,0.4407,0.2948,0.00140269,fine,32
L1-,Life and living things [-],O4.2+,Judgement of appearance (pretty etc.) [+],15,46,147,0.4376,0.5395,0.0258961,fine,32
E3-,Calm/Violent/Angry [-],T4--,Time: Early/late [--],13,44,63,0.4320,0.4794,0.00955988,fine,32
L1-,Life and living things [-],X4.1,Mental object:- Conceptual object,12,35,48,0.4234,1.2094,0.0895311,fine,32
L1-,Life and living things [-],M7,Places,12,46,86,0.4122,0.8620,0.00164149,fine,32
E3-,Calm/Violent/Angry [-],E6+,"Worry, concern, confident [+]",13,45,62,0.4033,0.3358,0.00660882,fine,32
L1-,Life and living things [-],N5.1+,Entirety; maximum [+],14,44,81,0.4028,0.6129,0.0226288,fine,32
E3-,Calm/Violent/Angry [-],A15+,Safety/Danger [+],11,48,59,0.3992,0.2173,0.000222245,fine,32
E3-,Calm/Violent/Angry [-],A13.2,Degree: Maximizers,13,44,65,0.3962,0.2884,0.00955988,fine,32
L1-,Life and living things [-],S1.1.3+,Participation [+],12,44,57,0.3953,0.9037,0.00365777,fine,32
E3-,Calm/Violent/Angry [-],T1.1.3,Time: General: Future,18,43,50,0.3786,0.1981,0.360378,fine,32
L1-,Life and living things [-],O4.6+,Temperature      [+],12,47,104,0.3767,0.5717,0.00108854,fine,32
E3-,Calm/Violent/Angry [-],Z1m,Personal names [m],17,36,80,0.3757,0.5449,0.867939,fine,32
L1-,Life and living things [-],F3,Cigarettes and drugs,12,48,100,0.3716,0.1771,0.00071727,fine,32
E3-,Calm/Violent/Angry [-],N3.2+,Measurement: Size  [+],14,41,35,0.3599,0.7937,0.0595839,fine,32
E3-,Calm/Violent/Angry [-],Z8mfc,Pronouns etc. [mfc],17,39,21,0.3596,0.7532,0.522397,fine,32
L1-,Life and living things [-],S7.3,Competition,14,48,84,0.3566,0.2895,0.0055152,fine,32
E3-,Calm/Violent/Angry [-],O1.1,Substances and materials generally: Solid,7,46,165,0.3541,0.3341,1.83154e-06,fine,32
L1-,Life and living things [-],N6+,Frequency etc. [+],13,43,57,0.3496,0.5446,0.0137182,fine,32
L1-,Life and living things [-],A6.3+,Comparing:- Variety [+],10,25,11,0.3392,0.5505,0.424356,fine,32
L1-,Life and living things [-],A5.3+,Evaluation:- Accuracy [+],15,34,13,0.3385,0.6315,0.607591,fine,32
L1-,Life and living things [-],N5.2+,Exceeding; waste [+],13,41,49,0.3370,0.2047,0.0275332,fine,32
L1-,Life and living things [-],N3.3,Measurement: Distance,12,37,29,0.3342,0.6972,0.047031,fine,32
E3-,Calm/Violent/Angry [-],A11.2+,Importance: Noticeability [+],13,29,23,0.3341,0.4246,0.711071,fine,32
E3-,Calm/Violent/Angry [-],M7,Places,7,47,106,0.3312,0.5645,1.07091e-06,fine,32
E3-,Calm/Violent/Angry [-],A6.1+,Comparing:- Similar/different [+],13,46,257,0.3301,0.2524,0.00453386,fine,32
E3-,Calm/Violent/Angry [-],A1.4,"Chance, luck",7,45,135,0.3252,0.3797,3.12131e-06,fine,32
E3-,Calm/Violent/Angry [-],A5.1-,Evaluation:- Good/bad [-],9,46,62,0.3221,0.2202,4.05604e-05,fine,32
L1-,Life and living things [-],K5.1,Sports,5,47,150,0.3209,0.4345,2.45798e-08,fine,32
E3-,Calm/Violent/Angry [-],N6+,Frequency etc. [+],10,46,103,0.3204,0.2396,0.000156417,fine,32
E3-,Calm/Violent/Angry [-],N5.2+,Exceeding; waste [+],16,43,60,0.3172,0.2040,0.126289,fine,32
E3-,Calm/Violent/Angry [-],A5.3-,Evaluation:- Accuracy [-],10,48,75,0.3137,0.3172,6.16964e-05,fine,32
E3-,Calm/Violent/Angry [-],W2,Light,14,35,26,0.3105,0.0799,0.310505,fine,32
E3-,Calm/Violent/Angry [-],O4.6-,Temperature      [-],18,47,45,0.3100,0.1889,0.143865,fine,32
L1-,Life and living things [-],E4.2+,Happy/sad: Contentment [+],14,43,50,0.3082,0.7152,0.0315395,fine,32
L1-,Life and living things [-],F1,Food,5,49,204,0.2990,0.4301,7.59716e-09,fine,32
L1-,Life and living things [-],S1.1.3-,Participation [-],15,42,42,0.2985,0.2478,0.0884295,fine,32
E3-,Calm/Violent/Angry [-],F3,Cigarettes and drugs,9,48,158,0.2944,0.1528,1.52218e-05,fine,32
E3-,Calm/Violent/Angry [-],S7.3,Competition,5,49,65,0.2918,0.1014,7.59716e-09,fine,32
L1-,Life and living things [-],G3,"Warfare, defence and the army; weapons",11,49,121,0.2910,0.2200,0.000141971,fine,32
E3-,Calm/Violent/Angry [-],N3.2-,Measurement: Size  [-],13,36,28,0.2730,0.3579,0.132498,fine,32
L1-,Life and living things [-],H5,Furniture and household fittings,10,40,67,0.2721,1.0126,0.00222143,fine,32
E3-,Calm/Violent/Angry [-],E5-,Fear/bravery/shock [-],5,49,112,0.2710,0.1793,7.59716e-09,fine,32
L1-,Life and living things [-],A13.4,Degree: Approximators,13,44,51,0.2657,0.5026,0.00955988,fine,32
E3-,Calm/Violent/Angry [-],Z8mfn,Pronouns etc. [mfn],9,49,439,0.2615,0.3152,9.26355e-06,fine,32
E3-,Calm/Violent/Angry [-],X9.2+,Ability:- Success and failure [+],8,48,74,0.2493,0.2160,3.30527e-06,fine,32
E3-,Calm/Violent/Angry [-],A6.2+,Comparing:- Usual/unusual  [+],12,39,44,0.2483,0.1316,0.0237027,fine,32
E3-,Calm/Violent/Angry [-],I1,Money generally,13,43,31,0.2468,0.2636,0.0137182,fine,32
L1-,Life and living things [-],N3.2+,Measurement: Size  [+],10,42,41,0.2360,0.5961,0.000940674,fine,32
E3-,Calm/Violent/Angry [-],Z4,Discourse Bin,9,49,445,0.2328,0.2447,9.26355e-06,fine,32
L1-,Life and living things [-],L2,Living creatures generally,8,46,68,0.2300,0.4021,9.2477e-06,fine,32
E3-,Calm/Violent/Angry [-],S5+c,Groups and affiliation [+c],12,40,38,0.2214,0.3215,0.016589,fine,32
E3-,Calm/Violent/Angry [-],T1.3+,Time: Period [+],14,29,19,0.2209,0.1266,1,fine,32
E3-,Calm/Violent/Angry [-],W3,Geographical terms,9,44,56,0.2088,0.0854,0.000106045,fine,32
L1-,Life and living things [-],S2,People,13,34,13,0.1975,0.2445,0.229481,fine,32
E3-,Calm/Violent/Angry [-],A13.3,Degree: Boosters,10,49,462,0.1969,0.1146,3.84591e-05,fine,32
L1-,Life and living things [-],F2,Drinks,8,46,76,0.1896,0.2706,9.2477e-06,fine,32
E3-,Calm/Violent/Angry [-],A13.5,Degree: Compromisers,10,45,64,0.1887,0.1674,0.000247088,fine,32
L1-,Life and living things [-],W3,Geographical terms,9,44,40,0.1857,0.2253,0.000106045,fine,32
E3-,Calm/Violent/Angry [-],N1,Numbers ,12,46,41,0.1806,0.1447,0.00164149,fine,32
E3-,Calm/Violent/Angry [-],X5.2-,Interest/boredom/excited/energetic [-],6,26,21,0.1779,0.0000,0.00935531,fine,32
L1-,Life and living things [-],N5-,Quantities [-],14,35,27,0.1658,0.3585,0.310505,fine,32
E3-,Calm/Violent/Angry [-],O4.5,Texture,15,45,59,0.1656,0.3807,0.0356978,fine,32
L1-,Life and living things [-],E6-,"Worry, concern, confident [-]",8,44,50,0.1519,0.3596,2.54486e-05,fine,32
E3-,Calm/Violent/Angry [-],G1.1,Government etc.,12,43,18,0.1492,0.0704,0.00540157,fine,32
E3-,Calm/Violent/Angry [-],H2,Parts of buildings,12,38,18,0.1413,0.2008,0.0335524,fine,32
E3-,Calm/Violent/Angry [-],S6+,Obligation and necessity [+],6,49,97,0.1369,0.1546,5.72777e-08,fine,32
E3-,Calm/Violent/Angry [-],Q4.3,"The Media:- TV, Radio and Cinema",10,42,35,0.1366,0.1626,0.000940674,fine,32
L1-,Life and living things [-],L2mfn,Living creatures generally [mfn],12,42,28,0.1267,0.1149,0.0079159,fine,32
E3-,Calm/Violent/Angry [-],A1.8+,Inclusion/Exclusion [+],11,35,32,0.1248,0.1246,0.0409596,fine,32
L1-,Life and living things [-],A13,Degree,7,45,67,0.1219,0.1020,3.12131e-06,fine,32
L1-,Life and living things [-],O4.6-,Temperature      [-],7,39,28,0.1153,0.1768,7.02548e-05,fine,32
E3-,Calm/Violent/Angry [-],N6-,Frequency etc. [-],11,28,17,0.1134,0.0726,0.344928,fine,32
L1-,Life and living things [-],A5.1-,Evaluation:- Good/bad [-],12,43,18,0.1129,0.1688,0.00540157,fine,32
L1-,Life and living things [-],A1.2+,Suitability [+],11,31,25,0.1111,0.0000,0.149613,fine,32
E3-,Calm/Violent/Angry [-],A15-,Safety/Danger [-],6,49,103,0.1065,0.0676,5.72777e-08,fine,32
E3-,Calm/Violent/Angry [-],E6-,"Worry, concern, confident [-]",8,48,114,0.0979,0.1274,3.30527e-06,fine,32
L1-,Life and living things [-],N1,Numbers ,6,44,35,0.0906,0.0932,9.43038e-07,fine,32
L1-,Life and living things [-],O4.2-,Judgement of appearance (pretty etc.) [-],8,42,32,0.0879,0.1442,6.87711e-05,fine,32
L1-,Life and living things [-],T3-,"Time: Old, new and young; age [-]",11,45,18,0.0876,0.1232,0.000824082,fine,32
E3-,Calm/Violent/Angry [-],S7.1-,"Power, organizing [-]",10,43,40,0.0841,0.0568,0.000606107,fine,32
L1-,Life and living things [-],E2-,Liking [-],9,45,51,0.0757,0.0867,6.57466e-05,fine,32
L1-,Life and living things [-],A5.3,Evaluation:- Accuracy,9,30,28,0.0755,0.2543,0.0427739,fine,32
E3-,Calm/Violent/Angry [-],T4-,Time: Early/late [-],17,44,33,0.0696,0.0769,0.174171,fine,32
L1-,Life and living things [-],A6.2+,Comparing:- Usual/unusual  [+],10,32,25,0.0593,0.1459,0.0501025,fine,32
E3-,Calm/Violent/Angry [-],Z2,Geographical names,3,46,56,0.0572,0.1301,4.62194e-10,fine,32
E3-,Calm/Violent/Angry [-],O4.2-,Judgement of appearance (pretty etc.) [-],6,48,93,0.0550,0.0595,1.00875e-07,fine,32
L1-,Life and living things [-],S5+c,Groups and affiliation [+c],8,36,33,0.0520,0.0541,0.00119324,fine,32
E3-,Calm/Violent/Angry [-],E4.2-,Happy/sad: Contentment [-],8,31,24,0.0464,0.0075,0.0106738,fine,32
E3-,Calm/Violent/Angry [-],A13,Degree,4,47,178,0.0458,0.0220,2.78119e-09,fine,32
E3-,Calm/Violent/Angry [-],A4.2+,Particular/general; detail [+],5,48,227,0.0305,0.0310,1.36805e-08,fine,32
E3-,Calm/Violent/Angry [-],Z1,Personal names,14,32,19,0.0272,0.0000,0.596615,fine,32
L1-,Life and living things [-],Z2,Geographical names,2,45,53,0.0231,0.0490,5.88898e-11,fine,32
L1-,Life and living things [-],Z3,Other proper names,8,40,54,0.0089,0.0000,0.000182166,fine,32
E3-,Calm/Violent/Angry [-],A13.1,Degree: Non-specific,12,41,206,0.0000,0.0000,0.0115078,fine,32
E3-,Calm/Violent/Angry [-],I3.2-,Work and employmeny: Professionalism [-],12,34,28,0.0000,0.0000,0.121449,fine,32
E3-,Calm/Violent/Angry [-],O4.6,Temperature     ,7,33,14,0.0000,0.0000,0.00131873,fine,32
E3-,Calm/Violent/Angry [-],H3,Areas around or near houses,5,32,10,0.0000,0.0000,0.000113074,fine,32
E3-,Calm/Violent/Angry [-],I1.1-,Money: Affluence [-],4,41,31,0.0000,0.0000,1.02584e-07,fine,32
L1-,Life and living things [-],I1,Money generally,10,35,16,0.0000,0.0000,0.0166738,fine,32
E3-,Calm/Violent/Angry [-],Q4.2c,The Media:- Newspapers etc. [c],6,33,12,0.0000,0.0000,0.000324063,fine,32
E3-,Calm/Violent/Angry [-],S6-,Obligation and necessity [-],10,40,33,0.0000,0.0000,0.00222143,fine,32
E3-,Calm/Violent/Angry [-],S4f,Kin [f],16,46,17,0.0000,0.0000,0.054076,fine,32
L1-,Life and living things [-],S2.2m,People:- Male   [m],7,39,11,0.0000,0.0000,7.02548e-05,fine,32
E3-,Calm/Violent/Angry [-],A5.3+,Evaluation:- Accuracy [+],9,33,14,0.0000,0.0000,0.013531,fine,32
L1-,Life and living things [-],N3.3-,Measurement: Distance [-],6,34,12,0.0000,0.0000,0.000195126,fine,32
E3-,Calm/Violent/Angry [-],S1.2.5+,Toughness; strong/weak [+],10,28,17,0.0000,0.0000,0.184933,fine,32
L1-,Life and living things [-],N3.2-,Measurement: Size  [-],7,33,10,0.0000,0.0000,0.00131873,fine,32
E3-,Calm/Violent/Angry [-],N3.3+,Measurement: Distance [+],9,32,10,0.0000,0.0000,0.0200616,fine,32
L1-,Life and living things [-],Q1.3,Telecommunications,8,30,19,0.0000,0.0000,0.0161248,fine,32
E3-,Calm/Violent/Angry [-],M5,Aircraft and flying,9,41,39,0.0000,0.0000,0.000430857,fine,32
E3-,Calm/Violent/Angry [-],Z3,Other proper names,9,40,46,0.0000,0.0000,0.000679548,fine,32
E3-,Calm/Violent/Angry [-],O3,Electricity and electrical equipment,10,31,10,0.0000,0.0000,0.0707555,fine,32
E3-,Calm/Violent/Angry [-],S1.2.5-,Toughness; strong/weak [-],4,40,17,0.0000,0.0000,1.85702e-07,fine,32
L1-,Life and living things [-],I3.2-,Work and employmeny: Professionalism [-],11,31,26,0.0000,0.0000,0.149613,fine,32
E3-,Calm/Violent/Angry [-],N5.1-,Entirety; maximum [-],6,38,16,0.0000,0.0000,2.43426e-05,fine,32
E3-,Calm/Violent/Angry [-],W4,Weather ,8,35,18,0.0000,0.0000,0.00187823,fine,32
L1-,Life and living things [-],O4.6,Temperature     ,7,30,10,0.0000,0.0000,0.00522288,fine,32
E3-,Calm/Violent/Angry [-],Z7,If,7,35,310,0.0000,0.0000,0.00050826,fine,32
E3-,Calm/Violent/Angry [-],S2.2m,People:- Male   [m],8,37,26,0.0000,0.0000,0.000752897,fine,32
L1-,Life and living things [-],H3,Areas around or near houses,5,31,10,0.0000,0.0000,0.000192195,fine,32
E3-,Calm/Violent/Angry [-],N3.6,Measurement: Area,9,35,23,0.0000,0.0000,0.00598812,fine,32
E3-,Calm/Violent/Angry [-],S2,People,12,28,11,0.0000,0.0000,0.571588,fine,32
L1-,Life and living things [-],I1.1-,Money: Affluence [-],10,42,24,0.0000,0.0000,0.000940674,fine,32
L1-,Life and living things [-],Q4.3,"The Media:- TV, Radio and Cinema",9,31,25,0.0000,0.0000,0.0294494,fine,32
L1-,Life and living things [-],S4f,Kin [f],10,37,10,0.0000,0.0000,0.00763208,fine,32
L1-,Life and living things [-],A13.2,Degree: Maximizers,6,43,41,0.0000,0.0000,1.63612e-06,fine,32
E3-,Calm/Violent/Angry [-],Q4.1,The Media:- Books,10,26,23,0.0000,0.0000,0.32694,fine,32
E3-,Calm/Violent/Angry [-],A6.3+,Comparing:- Variety [+],9,28,14,0.0000,0.0000,0.0871586,fine,32
L1-,Life and living things [-],X9.1+,"Ability:- Ability, intelligence [+]",9,42,29,0.0000,0.0000,0.000271539,fine,32
E3-,Calm/Violent/Angry [-],S2.1f,People:- Female [f],8,28,10,0.0000,0.0000,0.0356981,fine,32
E3-,Calm/Violent/Angry [-],N3.1,Measurement: General,11,25,14,0.0000,0.0000,0.690038,fine,32
E3-,Calm/Violent/Angry [-],S4m,Kin [m],13,43,13,0.0000,0.0000,0.0137182,fine,32
E3-,Calm/Violent/Angry [-],M3fn,Vehicles and transport on land [fn],10,36,12,0.0000,0.0000,0.011331,fine,32
E3-,Calm/Violent/Angry [-],Z1f,Personal names [f],9,28,34,0.0000,0.0000,0.0871586,fine,32
E3-,Calm/Violent/Angry [-],S2mfc,People [mfc],11,26,12,0.0000,0.0000,0.557197,fine,32
E3-,Calm/Violent/Angry [-],S5-,Groups and affiliation [-],7,34,11,0.0000,0.0000,0.000821395,fine,32
